station,eval_year,date,dap,sim_day,bc_two_stage_irrigation_00609,bc_two_stage_n_00609,ft0_irrigation_00610,ft0_n_00610,expert_schedule_irrigation,expert_schedule_n,irrigation_diff,n_diff,is_event_day,notes
HLA,2007,2007-05-27,19.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-05-28,20.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-05-29,21.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-05-30,22.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-05-31,23.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-01,24.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-02,25.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-03,26.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-04,27.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-05,28.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-06,29.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-07,30.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-08,31.0,35,0.0,132.75,0.0,80.0,0.0,132.75,0.0,-52.75,True,anfer_daily_max
HLA,2007,2007-06-09,32.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-10,33.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-11,34.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-12,35.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-13,36.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-14,37.0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-15,38.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-16,39.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-17,40.0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-18,41.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-19,42.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-20,43.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-21,44.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-22,45.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-23,46.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-24,47.0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-25,48.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-26,49.0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-27,50.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-28,51.0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-29,52.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-06-30,53.0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-07-01,54.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-07-02,55.0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-07-03,56.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-07-04,57.0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-07-05,58.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-07-06,59.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-07-07,60.0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-07-08,61.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-07-09,62.0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-07-10,63.0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-07-11,64.0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
HLA,2007,2007-07-12,65.0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
