station,best_policy_name,best_train_year,best_train_year_type,validation_years,mean_yield,std_yield,mean_reward,std_reward,mean_irrigation,mean_n_fertilizer,stability_score,reason,model_path
HLA,HLA_train2011_seed0_action_safe,2011,observed_mid_rain_year,"2007,2009",7321.971435546875,122.26076501565548,90.81285539956227,24.579589293509276,200.0,300.0,1.0,single_seed_cross_year_score,Leave_One_experiments/ppo_action_safe_site_training/models/HLA/HLA_train2011_seed0_action_safe.zip
LCA,LCA_train2010_seed0_action_safe,2010,observed_low_rain_year,"2008,2009,2011",9040.475260416666,138.00490220153566,135.2611991416684,4.094992126059023,200.0,300.0,0.0,single_seed_cross_year_score,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2010_seed0_action_safe.zip
SYA,SYA_train2012_seed0_action_safe,2012,observed_high_rain_year,"2014,2015",10781.322631835938,25.4884718526074,109.40731370988303,3.3726970610849345,200.0,300.0,1.0,single_seed_cross_year_score,Leave_One_experiments/ppo_action_safe_site_training/models/SYA/SYA_train2012_seed0_action_safe.zip
