agent,final_trnu,mean_trnu,total_anfer,total_amir,napp_anfer,napp_amir,max_grnwt,final_grnwt,max_topwt,total_reward,episodes,run,penality,anfer_cost,amir_cost,anfer_excess_limit,anfer_excess_cost,amir_excess_limit,amir_excess_cost,score
ppo,1.4954911048213642,1.744020227353231,1868.555761327346,358.41325419644517,32.9,28.266666666666666,7459.639306666666,7459.639306666666,0.5035008999999999,-3994.8556112768174,30,pen10_ncost0_nlim300_nex0_ilim80_iex0,10.0,0.0,0.0,300.0,0.0,80.0,0.0,-0.7103313637234899
ppo,1.494993542631467,1.7422926885002814,3013.4042417506375,191.91106935342154,47.766666666666666,16.5,7466.652506666666,7466.652506666666,0.5035,2151.3874157374084,30,pen5_ncost0_nlim300_nex0_ilim80_iex0,5.0,0.0,0.0,300.0,0.0,80.0,0.0,-1.2656899315504373
ppo,1.4966204079488914,1.7411921404159503,4652.760876665513,138.65615685780844,65.63333333333334,12.633333333333333,7465.9758,7465.9758,0.5035,8565.612035538616,30,pen2_ncost0_nlim300_nex0_ilim80_iex0,2.0,0.0,0.0,300.0,0.0,80.0,0.0,-2.2924447413703533
ppo,1.4958923682570457,1.7416381022445864,10698.897419733306,108.26502179106076,107.3,9.733333333333333,7466.722076666667,7466.722076666667,0.5035055333333333,-4020861.970783948,30,pen10_ncost0_nlim300_nex5_ilim80_iex0,10.0,0.0,0.0,300.0,5.0,80.0,0.0,-6.285020117442091
ppo,1.495892486224572,1.7416381973838972,10702.313901316375,108.18796915312608,107.3,9.733333333333333,7466.7221500000005,7466.7221500000005,0.5035054666666666,-3937564.744401746,30,pen2_ncost0_nlim300_nex5_ilim80_iex0,2.0,0.0,0.0,300.0,5.0,80.0,0.0,-6.28720141906796
ppo,1.4958919646839302,1.741637885062669,10703.050560659418,108.70496645569801,107.3,9.733333333333333,7466.72198,7466.72198,0.5035053666666667,-3969148.247533896,30,pen5_ncost0_nlim300_nex5_ilim80_iex0,5.0,0.0,0.0,300.0,5.0,80.0,0.0,-6.288338889737299
