station,method,eval_count,ok_count,mean_yield,std_yield,mean_profit,std_profit,mean_irrigation,std_irrigation,mean_n,std_n,mean_yield_loss_vs_ppo,mean_input_reduction_vs_ppo,failure_rate,cap_regression_rate,cv_yield
HLA,MS0_augmented_RF_prior_replay,9,9,4926.14990234375,126.89740588569636,32.00234082937241,1.2689740588569625,0.0,0.0,69.03663277626038,0.0,0.2835599322102986,0.9079511562983195,0.0,0.0,0.025759956233837193
HLA,MS1_residual_augmented_RF_prior_strict,9,9,4918.194342719184,606.7061064561925,14.004865991406973,25.00494802071637,29.793212314446766,37.25418984444483,81.12188511424594,18.813118175884977,0.28471695783674517,0.8521132034284098,0.0,0.0,0.12335952265781253
HLA,MS2_guardrail_augmented_RF_100_200,9,9,6737.7903238932295,393.8041653119489,-32.6220967610677,3.9380416531194933,100.0,0.0,200.0,0.0,0.020082000731204645,0.6,0.0,0.0,0.05844707929177603
LCA,MS0_augmented_RF_prior_replay,12,12,6527.521209716797,462.20059065126674,47.42357330322266,4.6220059065126655,0.0,0.0,71.40655517578125,0.0,0.05066272226851923,0.904791259765625,0.0,0.0,0.07080797990564014
LCA,MS1_residual_augmented_RF_prior_strict,12,12,6191.639251708984,1315.0836240659448,42.57822648634514,7.967469835946898,7.118106633424759,8.412408880970538,63.116450856129326,23.869589438739396,0.09951208689097296,0.9063539233472612,0.0,0.0,0.21239668052413782
LCA,MS2_guardrail_augmented_RF_100_200,12,12,8809.130503336588,481.68442367126937,-11.908694966634114,4.816844236712692,100.0,0.0,200.0,0.0,-0.28116565270903743,0.6,0.0,0.0,0.05468013256119027
SYA,MS0_augmented_RF_prior_replay,9,9,8048.0775960286455,80.90107832716876,53.35119215448698,0.8090107832716891,0.0,0.0,108.51833522319794,0.0,-0.17048108010928065,0.8553088863690694,0.0,0.0,0.0100522239456401
SYA,MS1_residual_augmented_RF_prior_strict,9,9,8278.592529296875,768.3727946430118,46.147931970490355,6.33696616731472,14.840811822149488,9.763386636569384,116.87034964561462,24.48605886994532,-0.20400627477269392,0.8243851180429812,0.0,0.0,0.09281442369869507
SYA,MS2_guardrail_augmented_RF_100_200,9,9,9947.18010796441,356.88605649887205,-0.5281989203559019,3.5688605649887237,100.0,0.0,200.0,0.0,-0.44667915758627985,0.6,0.0,0.0,0.03587811345781545
