station_code,station_name,year,scenario_type,scenario_group,policy_name,run_status,episode_completed,episode_length,final_grnwt,final_topwt,final_xlai,total_irrigation,total_n,profit_default,profit_low_water_cost,mean_swfac,max_swfac,swfac_stress_days_gt_0p05,mean_nstres,max_nstres,nstres_days_gt_0p05,irrigation_event_count,n_event_count,yield_loss_vs_best_expert,profit_gap_vs_best_expert,daily_csv_path,notes
HLA,Hailun,2023,wet_year;nitrogen_stress_year;low_response_year,wet,BC_mlp_regressor_all_year,ok,True,138,3744.8501586914062,11839.8681640625,0.7780995965003967,0.0,94.29356136965755,13.875111244499674,13.875111244499674,0.0,0.0,0,0.12313580124274544,0.5292430520057678,70,0,2,0.383916080896703,8.336454917609696,Leave_One_experiments/all_year_offline_schedule_search/daily_outputs/HLA/HLA_2023_BC_mlp_regressor_all_year_daily.csv,action_safe_all_year_imitation_prior_eval
LCA,Luancheng,2006,wet_year;nitrogen_stress_year;low_response_year,wet,BC_mlp_regressor_all_year,ok,True,98,8604.274291992188,15895.545654296877,1.514055848121643,0.0,122.53280776667366,55.40954097825346,55.40954097825346,0.0,0.0,0,0.0474394237508579,0.4572768807411194,15,0,3,0.06735194641027988,-2.4892589958315767,Leave_One_experiments/all_year_offline_schedule_search/daily_outputs/LCA/LCA_2006_BC_mlp_regressor_all_year_daily.csv,action_safe_all_year_imitation_prior_eval
LCA,Luancheng,2008,wet_year;nitrogen_stress_year;low_response_year,wet,BC_mlp_regressor_all_year,ok,True,103,8830.999145507812,16326.97021484375,1.5806416273117063,0.0,105.42177649468042,61.95454733140803,61.95454733140803,0.0,0.0,0,0.11582776585828909,0.483376145362854,55,0,3,0.19000255281128342,1.9130491041388424,Leave_One_experiments/all_year_offline_schedule_search/daily_outputs/LCA/LCA_2008_BC_mlp_regressor_all_year_daily.csv,action_safe_all_year_imitation_prior_eval
LCA,Luancheng,2017,dry_year;water_stress_year;nitrogen_stress_year,water_stress,BC_mlp_regressor_all_year,ok,True,94,8524.817504882812,16341.0986328125,1.633855938911438,0.0,133.27223033689472,51.93011746460445,51.93011746460445,0.0070017049921319826,0.3822320699691772,2,0.039872693888684516,0.3607895970344543,19,0,3,-1.8837267737077203,-22.78592801147945,Leave_One_experiments/all_year_offline_schedule_search/daily_outputs/LCA/LCA_2017_BC_mlp_regressor_all_year_daily.csv,action_safe_all_year_imitation_prior_eval
LCA,Luancheng,2022,wet_year;nitrogen_stress_year;low_response_year,wet,BC_mlp_regressor_all_year,ok,True,95,9215.336303710938,17571.070556640625,1.818060517311096,0.0,126.56981063069169,60.51091037943645,60.51091037943645,0.0,0.0,0,0.09611410216281287,0.5229395031929016,41,0,3,0.11522803975260337,0.09938625142292778,Leave_One_experiments/all_year_offline_schedule_search/daily_outputs/LCA/LCA_2022_BC_mlp_regressor_all_year_daily.csv,action_safe_all_year_imitation_prior_eval
LCA,Luancheng,2023,wet_year;nitrogen_stress_year;low_response_year,wet,BC_mlp_regressor_all_year,ok,True,88,7567.5531005859375,16174.974365234377,1.7815368175506592,0.0,134.66132661509266,42.01019935208622,42.01019935208622,0.0012594366615468796,0.1108304262161254,1,0.03959902105006303,0.2906818389892578,25,0,3,0.044062098790979796,-4.701721568883087,Leave_One_experiments/all_year_offline_schedule_search/daily_outputs/LCA/LCA_2023_BC_mlp_regressor_all_year_daily.csv,action_safe_all_year_imitation_prior_eval
SYA,Shenyang,2008,wet_year;nitrogen_stress_year;low_response_year,wet,BC_mlp_regressor_all_year,ok,True,143,7961.080322265625,14983.211669921877,0.9801096320152284,0.0,91.4024308767164,56.76019550347716,56.76019550347716,0.0,0.0,0,0.09756747992722305,0.5520406365394592,33,0,2,0.2856689241764135,6.504977836366599,Leave_One_experiments/all_year_offline_schedule_search/daily_outputs/SYA/SYA_2008_BC_mlp_regressor_all_year_daily.csv,action_safe_all_year_imitation_prior_eval
SYA,Shenyang,2017,dry_year;water_stress_year;nitrogen_stress_year;irrigation_responsive_year,irrigation_responsive,BC_mlp_regressor_all_year,ok,True,130,6768.4478759765625,13361.0107421875,0.883985161781311,0.0,90.09724042008052,45.16016865474549,45.16016865474549,0.03772079623662508,0.8197243809700012,9,0.13637073085858273,0.72743821144104,57,0,2,-1.5627265033862558,-22.220880324667366,Leave_One_experiments/all_year_offline_schedule_search/daily_outputs/SYA/SYA_2017_BC_mlp_regressor_all_year_daily.csv,action_safe_all_year_imitation_prior_eval
SYA,Shenyang,2019,wet_year;nitrogen_stress_year;low_response_year,wet,BC_mlp_regressor_all_year,ok,True,140,6849.60693359375,13442.50244140625,0.9621386528015136,0.0,92.8123160939863,45.292990312440935,45.292990312440935,0.0,0.0,0,0.12074946058647973,0.6252709031105042,61,0,2,0.3450579120655428,4.383267011777818,Leave_One_experiments/all_year_offline_schedule_search/daily_outputs/SYA/SYA_2019_BC_mlp_regressor_all_year_daily.csv,action_safe_all_year_imitation_prior_eval
SYA,Shenyang,2022,wet_year;nitrogen_stress_year;low_response_year,wet,BC_mlp_regressor_all_year,ok,True,142,7815.40771484375,14219.012451171877,0.8762982487678528,0.0,92.31073124180426,55.07639433798644,55.07639433798644,0.0,0.0,0,0.10430830528198833,0.5847764611244202,35,0,2,0.2787128552806007,0.7094271952166906,Leave_One_experiments/all_year_offline_schedule_search/daily_outputs/SYA/SYA_2022_BC_mlp_regressor_all_year_daily.csv,action_safe_all_year_imitation_prior_eval
YCA,Yucheng,2004,dry_year;nitrogen_stress_year;irrigation_responsive_year,irrigation_responsive,BC_mlp_regressor_all_year,ok,True,115,1479.574737548828,3703.180541992188,0.2242048531770706,0.0,80.0,-5.204252624511721,-5.204252624511721,0.0,0.0,0,0.2751618608184483,0.5377655029296875,74,0,1,0.13365827674267625,19.99099578857422,Leave_One_experiments/all_year_offline_schedule_search/daily_outputs/YCA/YCA_2004_BC_mlp_regressor_all_year_daily.csv,action_safe_all_year_imitation_prior_eval
YCA,Yucheng,2012,wet_year;nitrogen_stress_year;low_response_year,wet,BC_mlp_regressor_all_year,ok,True,105,6857.896118164063,15545.635986328123,1.8554632663726809,0.0,116.22401556077314,39.522957291447355,39.522957291447355,0.0,0.0,0,0.0809073101906549,0.4290049076080322,46,0,3,0.13445248229922419,-5.040919937931733,Leave_One_experiments/all_year_offline_schedule_search/daily_outputs/YCA/YCA_2012_BC_mlp_regressor_all_year_daily.csv,action_safe_all_year_imitation_prior_eval
YCA,Yucheng,2018,wet_year;nitrogen_stress_year;low_response_year,wet,BC_mlp_regressor_all_year,ok,True,93,6158.771362304688,15879.8876953125,1.934633016586304,0.0,105.49521973532535,35.21390868921555,35.21390868921555,0.0,0.0,0,0.09920402880637874,0.4172171354293823,52,0,3,0.25419783589801115,-0.7621203591374197,Leave_One_experiments/all_year_offline_schedule_search/daily_outputs/YCA/YCA_2018_BC_mlp_regressor_all_year_daily.csv,action_safe_all_year_imitation_prior_eval
YCA,Yucheng,2019,dry_year;water_stress_year;nitrogen_stress_year,water_stress,BC_mlp_regressor_all_year,ok,True,101,7580.1409912109375,17615.709228515625,2.06111216545105,0.0,211.12427122351377,23.020342106230935,23.020342106230935,0.0011611870019742753,0.1172798871994018,1,0.005066116257469246,0.0968577861785888,5,0,4,-3.98307055222201,-8.674252933867653,Leave_One_experiments/all_year_offline_schedule_search/daily_outputs/YCA/YCA_2019_BC_mlp_regressor_all_year_daily.csv,action_safe_all_year_imitation_prior_eval
YCA,Yucheng,2022,wet_year;nitrogen_stress_year;low_response_year,wet,BC_mlp_regressor_all_year,ok,True,102,7197.13134765625,16235.517578125,1.8803354501724243,0.0,117.7184274709648,42.5417066088213,42.5417066088213,0.0,0.0,0,0.0962994642117444,0.4431394338607788,56,0,3,0.14451874182418675,-6.049049138118178,Leave_One_experiments/all_year_offline_schedule_search/daily_outputs/YCA/YCA_2022_BC_mlp_regressor_all_year_daily.csv,action_safe_all_year_imitation_prior_eval
