station,schedule_id,expert_type,mean_yield,std_yield,mean_profit,mean_irrigation,mean_n,mean_yield_loss_vs_ppo_baseline,overall_score,selected_reason
HLA,HLA2011_S0157,top_profit;pareto_balanced;low_input_within_5pct_yield_loss;low_input_within_10pct_yield_loss;medium_input_stable,6752.7805582682295,367.4821541430159,30.027805582682287,0.0,150.0,0.0179018793900536,0.7638958919669163,top_profit;pareto_balanced;low_input_within_5pct_yield_loss;low_input_within_10pct_yield_loss;medium_input_stable
HLA,HLA2011_S0105,top_profit;pareto_balanced;low_input_within_5pct_yield_loss;low_input_within_10pct_yield_loss,6862.4835205078125,485.1352653023218,31.124835205078124,0.0,150.0,0.0019471075577421,0.7457462926051242,top_profit;pareto_balanced;low_input_within_5pct_yield_loss;low_input_within_10pct_yield_loss
HLA,HLA2011_S0183,top_profit;top_yield;pareto_balanced;low_input_within_5pct_yield_loss,7305.69600423177,460.7525548643106,16.806960042317712,0.0,225.0,-0.0625119909632668,0.7332968289339256,top_profit;top_yield;pareto_balanced;low_input_within_5pct_yield_loss
HLA,HLA2011_S0131,top_yield;pareto_balanced,7305.529378255208,460.9965379165719,16.805293782552088,0.0,225.0,-0.0624877575297922,0.7331678247091404,top_yield;pareto_balanced
HLA,HLA2011_S0261,top_profit;pareto_balanced;low_input_within_5pct_yield_loss;low_input_within_10pct_yield_loss,6631.7236328125,530.9200203607573,28.81723632812501,0.0,150.0,0.0355079274395966,0.6752912676738242,top_profit;pareto_balanced;low_input_within_5pct_yield_loss;low_input_within_10pct_yield_loss
HLA,HLA2011_S0313,top_profit;low_input_within_10pct_yield_loss,6531.482137044271,484.0511300285646,27.81482137044271,0.0,150.0,0.0500866604150918,0.6694142581018511,top_profit;low_input_within_10pct_yield_loss
HLA,HLA2011_S0209,top_yield,7305.69600423177,460.7525548643106,-1.943039957682288,0.0,300.0,-0.0625119909632668,0.6090687898976478,top_yield
HLA,HLA2011_S0573,top_yield,7304.2938232421875,462.8249381216823,-1.9570617675781203,0.0,300.0,-0.0623080632178377,0.6079760774303753,top_yield
HLA,HLA2011_S0417,top_yield,7304.116617838542,463.0907569943103,-1.9588338216145804,0.0,300.0,-0.0622822911536665,0.6078365321991682,top_yield
HLA,HLA2011_S0027,top_profit,5124.022420247396,125.97583039290332,32.49022420247396,0.0,75.0,0.2547821233837424,0.6,top_profit
HLA,HLA2011_S0106,low_input_within_5pct_yield_loss;low_input_within_10pct_yield_loss,6856.5976969401045,495.0173665386486,6.065976969401042,50.0,150.0,0.0028031188280936,0.569528342460762,low_input_within_5pct_yield_loss;low_input_within_10pct_yield_loss
HLA,HLA2011_S0109,medium_input_stable,6841.956380208333,441.115646567234,-19.080436197916665,100.0,150.0,0.0049324949453023,0.4149075639254073,medium_input_stable
HLA,HLA2011_S0110,medium_input_stable,6841.956380208333,441.115646567234,-19.080436197916665,100.0,150.0,0.0049324949453023,0.4149075639254073,medium_input_stable
HLA,HLA2011_S0112,medium_input_stable,6841.956380208333,441.115646567234,-19.080436197916665,100.0,150.0,0.0049324949453023,0.4149075639254073,medium_input_stable
HLA,HLA2011_S0113,medium_input_stable,6841.956380208333,441.115646567234,-19.080436197916665,100.0,150.0,0.0049324949453023,0.4149075639254073,medium_input_stable
