schedule_id,station,train_year,total_N,total_irrigation,N1_DAP,N1_amount,N2_DAP,N2_amount,N3_DAP,N3_amount,I1_DAP,I1_amount,I2_DAP,I2_amount,I3_DAP,I3_amount
LCA2010_S0175,LCA,2010,150.0,100.0,1,0.0,30,150.0,60,0.0,25,100.0,50,0.0,75,0.0
LCA2010_S0176,LCA,2010,150.0,150.0,1,0.0,30,150.0,60,0.0,25,100.0,50,0.0,75,50.0
LCA2010_S0177,LCA,2010,150.0,200.0,1,0.0,30,150.0,60,0.0,25,100.0,50,0.0,75,100.0
LCA2010_S0178,LCA,2010,150.0,150.0,1,0.0,30,150.0,60,0.0,25,100.0,50,50.0,75,0.0
LCA2010_S0179,LCA,2010,150.0,200.0,1,0.0,30,150.0,60,0.0,25,100.0,50,50.0,75,50.0
LCA2010_S0180,LCA,2010,150.0,250.0,1,0.0,30,150.0,60,0.0,25,100.0,50,50.0,75,100.0
LCA2010_S0181,LCA,2010,150.0,200.0,1,0.0,30,150.0,60,0.0,25,100.0,50,100.0,75,0.0
LCA2010_S0182,LCA,2010,150.0,250.0,1,0.0,30,150.0,60,0.0,25,100.0,50,100.0,75,50.0
LCA2010_S0183,LCA,2010,225.0,0.0,1,0.0,30,150.0,60,75.0,25,0.0,50,0.0,75,0.0
LCA2010_S0184,LCA,2010,225.0,50.0,1,0.0,30,150.0,60,75.0,25,0.0,50,0.0,75,50.0
LCA2010_S0185,LCA,2010,225.0,100.0,1,0.0,30,150.0,60,75.0,25,0.0,50,0.0,75,100.0
LCA2010_S0186,LCA,2010,225.0,50.0,1,0.0,30,150.0,60,75.0,25,0.0,50,50.0,75,0.0
LCA2010_S0187,LCA,2010,225.0,100.0,1,0.0,30,150.0,60,75.0,25,0.0,50,50.0,75,50.0
LCA2010_S0188,LCA,2010,225.0,150.0,1,0.0,30,150.0,60,75.0,25,0.0,50,50.0,75,100.0
LCA2010_S0189,LCA,2010,225.0,100.0,1,0.0,30,150.0,60,75.0,25,0.0,50,100.0,75,0.0
LCA2010_S0190,LCA,2010,225.0,150.0,1,0.0,30,150.0,60,75.0,25,0.0,50,100.0,75,50.0
LCA2010_S0191,LCA,2010,225.0,200.0,1,0.0,30,150.0,60,75.0,25,0.0,50,100.0,75,100.0
LCA2010_S0192,LCA,2010,225.0,50.0,1,0.0,30,150.0,60,75.0,25,50.0,50,0.0,75,0.0
LCA2010_S0193,LCA,2010,225.0,100.0,1,0.0,30,150.0,60,75.0,25,50.0,50,0.0,75,50.0
LCA2010_S0194,LCA,2010,225.0,150.0,1,0.0,30,150.0,60,75.0,25,50.0,50,0.0,75,100.0
LCA2010_S0195,LCA,2010,225.0,100.0,1,0.0,30,150.0,60,75.0,25,50.0,50,50.0,75,0.0
LCA2010_S0196,LCA,2010,225.0,150.0,1,0.0,30,150.0,60,75.0,25,50.0,50,50.0,75,50.0
LCA2010_S0197,LCA,2010,225.0,200.0,1,0.0,30,150.0,60,75.0,25,50.0,50,50.0,75,100.0
LCA2010_S0198,LCA,2010,225.0,150.0,1,0.0,30,150.0,60,75.0,25,50.0,50,100.0,75,0.0
LCA2010_S0199,LCA,2010,225.0,200.0,1,0.0,30,150.0,60,75.0,25,50.0,50,100.0,75,50.0
LCA2010_S0200,LCA,2010,225.0,250.0,1,0.0,30,150.0,60,75.0,25,50.0,50,100.0,75,100.0
LCA2010_S0201,LCA,2010,225.0,100.0,1,0.0,30,150.0,60,75.0,25,100.0,50,0.0,75,0.0
LCA2010_S0202,LCA,2010,225.0,150.0,1,0.0,30,150.0,60,75.0,25,100.0,50,0.0,75,50.0
LCA2010_S0203,LCA,2010,225.0,200.0,1,0.0,30,150.0,60,75.0,25,100.0,50,0.0,75,100.0
LCA2010_S0204,LCA,2010,225.0,150.0,1,0.0,30,150.0,60,75.0,25,100.0,50,50.0,75,0.0
LCA2010_S0205,LCA,2010,225.0,200.0,1,0.0,30,150.0,60,75.0,25,100.0,50,50.0,75,50.0
LCA2010_S0206,LCA,2010,225.0,250.0,1,0.0,30,150.0,60,75.0,25,100.0,50,50.0,75,100.0
LCA2010_S0207,LCA,2010,225.0,200.0,1,0.0,30,150.0,60,75.0,25,100.0,50,100.0,75,0.0
LCA2010_S0208,LCA,2010,225.0,250.0,1,0.0,30,150.0,60,75.0,25,100.0,50,100.0,75,50.0
LCA2010_S0209,LCA,2010,300.0,0.0,1,0.0,30,150.0,60,150.0,25,0.0,50,0.0,75,0.0
LCA2010_S0210,LCA,2010,300.0,50.0,1,0.0,30,150.0,60,150.0,25,0.0,50,0.0,75,50.0
LCA2010_S0211,LCA,2010,300.0,100.0,1,0.0,30,150.0,60,150.0,25,0.0,50,0.0,75,100.0
LCA2010_S0212,LCA,2010,300.0,50.0,1,0.0,30,150.0,60,150.0,25,0.0,50,50.0,75,0.0
LCA2010_S0213,LCA,2010,300.0,100.0,1,0.0,30,150.0,60,150.0,25,0.0,50,50.0,75,50.0
LCA2010_S0214,LCA,2010,300.0,150.0,1,0.0,30,150.0,60,150.0,25,0.0,50,50.0,75,100.0
LCA2010_S0215,LCA,2010,300.0,100.0,1,0.0,30,150.0,60,150.0,25,0.0,50,100.0,75,0.0
LCA2010_S0216,LCA,2010,300.0,150.0,1,0.0,30,150.0,60,150.0,25,0.0,50,100.0,75,50.0
LCA2010_S0217,LCA,2010,300.0,200.0,1,0.0,30,150.0,60,150.0,25,0.0,50,100.0,75,100.0
LCA2010_S0218,LCA,2010,300.0,50.0,1,0.0,30,150.0,60,150.0,25,50.0,50,0.0,75,0.0
LCA2010_S0219,LCA,2010,300.0,100.0,1,0.0,30,150.0,60,150.0,25,50.0,50,0.0,75,50.0
