scenario,station_code,year,split,water_cost,nitrogen_cost,season_irrigation_cap,season_n_cap,total_irrigation,total_n,final_topwt,final_grnwt,mean_swfac,max_swfac,swfac_stress_days_gt_0p05,mean_nstres,max_nstres,nstres_days_gt_0p05,profit_simple,irrigation_event_count,n_event_count,irrigation_during_or_before_swfac_stress,fertilization_during_or_before_nstres,decision_reasonableness_label,run_status,daily_csv_path
A_baseline,LCA,2017,train,0.1,0.25,160.0,250.0,160.0,250.0,17173.4814453125,9008.58154296875,0.0,0.0,0,0.0002287879903265,0.0121910572052001,0,11.5858154296875,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2017_ppo_daily.csv
A_baseline,LCA,2020,train,0.1,0.25,160.0,250.0,160.0,250.0,16590.3369140625,7666.160278320312,0.0,0.0,0,0.0002472672773444,0.0121910572052001,0,-1.8383972167968776,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2020_ppo_daily.csv
A_baseline,LCA,2021,train,0.1,0.25,160.0,250.0,160.0,250.0,19569.82788085937,10986.47216796875,0.0,0.0,0,0.0002841564516226,0.0121910572052001,0,31.364721679687506,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2021_ppo_daily.csv
A_baseline,LCA,2022,train,0.1,0.25,160.0,250.0,160.0,250.0,18429.25048828125,9990.018310546877,0.0,0.0,0,0.0002217317882337,0.0121910572052001,0,21.40018310546876,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2022_ppo_daily.csv
A_baseline,LCA,2023,train,0.1,0.25,160.0,250.0,160.0,250.0,17361.446533203125,7888.355712890625,0.000446352769028,0.0392790436744689,0,0.0002325326204299,0.0121910572052001,0,0.3835571289062471,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2023_ppo_daily.csv
A_baseline,LCA,2006,eval,0.1,0.25,160.0,250.0,160.0,250.0,15945.56396484375,8996.990356445312,0.0,0.0,0,0.0002644560774978,0.0121910572052001,0,11.469903564453134,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2006_ppo_daily.csv
A_baseline,LCA,2008,eval,0.1,0.25,160.0,250.0,160.0,250.0,19138.123779296875,10768.16650390625,0.0022731787950089,0.2341374158859253,1,0.0002735031461252,0.0121910572052001,0,29.18166503906251,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2008_ppo_daily.csv
A_baseline,LCA,2009,eval,0.1,0.25,160.0,250.0,160.0,250.0,17791.190185546875,9222.07275390625,0.0003843122315638,0.0395841598510742,0,0.0002260590062558,0.0121910572052001,0,13.720727539062509,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2009_ppo_daily.csv
A_baseline,LCA,2013,eval,0.1,0.25,160.0,250.0,160.0,250.0,16625.771484375,8756.2109375,0.0005342910687128,0.0512919425964355,1,0.0003320376078287,0.0121910572052001,0,9.062109375000006,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2013_ppo_daily.csv
A_baseline,SYA,2009,train,0.1,0.25,160.0,250.0,160.0,250.0,20060.037841796875,12165.125732421877,0.019064596421282,0.529571920633316,7,0.0104665877953381,0.2577223181724548,7,43.15125732421875,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2009_ppo_daily.csv
A_baseline,SYA,2014,train,0.1,0.25,160.0,250.0,160.0,250.0,18626.031494140625,10363.626708984377,0.0315521663675705,0.7327329218387604,8,0.0095895748171541,0.1764323115348816,9,25.13626708984376,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2014_ppo_daily.csv
A_baseline,SYA,2017,train,0.1,0.25,160.0,250.0,160.0,250.0,18310.830078125,10518.133544921877,0.0106924428389622,0.54171222448349,4,0.0004673976164597,0.0143770575523376,0,26.68133544921875,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2017_ppo_daily.csv
