scenario,station_code,year,split,water_cost,nitrogen_cost,season_irrigation_cap,season_n_cap,total_irrigation,total_n,final_topwt,final_grnwt,mean_swfac,max_swfac,swfac_stress_days_gt_0p05,mean_nstres,max_nstres,nstres_days_gt_0p05,profit_simple,irrigation_event_count,n_event_count,irrigation_during_or_before_swfac_stress,fertilization_during_or_before_nstres,decision_reasonableness_label,run_status,daily_csv_path
C_cap_low,LCA,2013,eval,0.1,0.25,100.0,180.0,100.0,180.0,16623.270263671875,8772.132568359375,0.0002918597310781479,0.028018534183502197,0,0.009550136824448904,0.16146093606948853,7,32.72132568359375,6,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/LCA/2013_ppo_daily.csv
C_cap_low,SYA,2009,train,0.1,0.25,100.0,180.0,100.0,180.0,18628.057861328125,10733.16162109375,0.023483437761454513,0.5783428251743317,9,0.06350270270461768,0.6719996333122253,23,52.3316162109375,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2009_ppo_daily.csv
C_cap_low,SYA,2014,train,0.1,0.25,100.0,180.0,100.0,180.0,17786.60888671875,9596.832275390625,0.0426288161219822,0.7651799023151398,10,0.05863703125052982,0.5961443185806274,23,40.96832275390625,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2014_ppo_daily.csv
C_cap_low,SYA,2017,train,0.1,0.25,100.0,180.0,100.0,180.0,17353.270263671875,9560.540771484375,0.021148672012182384,0.7115717530250549,5,0.04089878843380855,0.4969634413719177,18,40.60540771484375,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2017_ppo_daily.csv
C_cap_low,SYA,2020,train,0.1,0.25,100.0,180.0,100.0,180.0,17079.498291015625,8896.444091796875,0.0015767303065977235,0.21758878231048584,1,0.04657108930573947,0.4324037432670593,23,33.96444091796876,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2020_ppo_daily.csv
C_cap_low,SYA,2022,train,0.1,0.25,100.0,180.0,100.0,180.0,15708.218994140625,9475.60791015625,0.0,0.0,0,0.058032546244876484,0.552087128162384,19,39.756079101562506,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2022_ppo_daily.csv
C_cap_low,SYA,2008,eval,0.1,0.25,100.0,180.0,100.0,180.0,17429.088134765625,10486.051025390625,0.0,0.0,0,0.03210490358459366,0.4162764549255371,15,49.860510253906256,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2008_ppo_daily.csv
C_cap_low,SYA,2010,eval,0.1,0.25,100.0,180.0,100.0,180.0,15377.62939453125,8493.203735351562,0.0,0.0,0,0.021478586548926846,0.3489900231361389,13,29.932037353515625,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2010_ppo_daily.csv
C_cap_low,SYA,2012,eval,0.1,0.25,100.0,180.0,100.0,180.0,16318.714599609375,9612.564086914062,0.0,0.0,0,0.03382744560850427,0.4422217607498169,15,41.125640869140625,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2012_ppo_daily.csv
C_cap_low,SYA,2023,eval,0.1,0.25,100.0,180.0,100.0,180.0,17863.189697265625,9837.218627929688,0.0,0.0,0,0.04572395354077436,0.5307964086532593,17,43.37218627929688,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2023_ppo_daily.csv
C_cap_low,YCA,2004,train,0.1,0.25,100.0,180.0,100.0,180.0,12873.5693359375,4618.431396484375,0.017918961462767228,0.5694592595100403,5,0.09459738783214404,0.3409017324447632,52,-8.815686035156247,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2004_ppo_daily.csv
C_cap_low,YCA,2014,train,0.1,0.25,100.0,180.0,100.0,180.0,19653.001708984375,9112.745361328125,0.0,0.0,0,0.034068843471669705,0.3400760293006897,18,36.12745361328125,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2014_ppo_daily.csv
C_cap_low,YCA,2015,train,0.1,0.25,100.0,180.0,100.0,180.0,19884.549560546875,9087.095947265625,0.0,0.0,0,0.028607941336101957,0.3330140709877014,15,35.87095947265625,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2015_ppo_daily.csv
C_cap_low,YCA,2019,train,0.1,0.25,100.0,180.0,100.0,180.0,17741.63330078125,7604.398193359375,0.0,0.0,0,0.015208747127268574,0.16085851192474365,12,21.043981933593756,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2019_ppo_daily.csv
C_cap_low,YCA,2022,train,0.1,0.25,100.0,180.0,100.0,180.0,18797.918701171875,8510.927124023438,0.0,0.0,0,0.04615098705478743,0.3933364152908325,21,30.109271240234378,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2022_ppo_daily.csv
C_cap_low,YCA,2005,eval,0.1,0.25,100.0,180.0,100.0,180.0,18762.022705078125,9116.4404296875,0.0017009191917923261,0.18029743432998657,1,0.04150707091925279,0.4085901379585266,19,36.164404296875006,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2005_ppo_daily.csv
C_cap_low,YCA,2010,eval,0.1,0.25,100.0,180.0,100.0,180.0,17427.939453125,7262.6910400390625,0.0,0.0,0,0.010460171699523926,0.14018785953521729,8,17.626910400390628,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2010_ppo_daily.csv
C_cap_low,YCA,2012,eval,0.1,0.25,100.0,180.0,100.0,180.0,17445.74462890625,7907.7276611328125,0.0,0.0,0,0.015918937183561778,0.21291065216064453,10,24.07727661132813,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2012_ppo_daily.csv
C_cap_low,YCA,2023,eval,0.1,0.25,100.0,180.0,100.0,180.0,21350.22705078125,9223.68408203125,0.0,0.0,0,0.05934517469602762,0.4277825355529785,31,37.23684082031251,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2023_ppo_daily.csv
