station,year,seed,run_status,stage_steps,daily_steps,total_irrigation,total_ppo_extra_irrigation,total_n,total_base_n,total_ppo_extra_n,final_grnwt,final_topwt,grnwt_fraction_vs_00815_irrigation_only,profit_low_water_cost,max_swfac,swfac_days_gt_0p05,max_nstres,nstres_days_gt_0p05,soft_swfac_penalty_total,soft_nstres_penalty_total,rain_total_in_episode,first_irrigation_dap,first_ppo_n_dap,irrigation_cap_saturated,n_cap_saturated,early_irrigation_before_allowed_window,gate_blocked_irrigation,nstres_warning,debug_joint_promising,daily_csv_path,stage_csv_path,model_path
HLA,2004,0,ok,5,175,31.78455114364624,31.78455114364624,188.93656015396118,100.0,88.93656015396118,5305.68115234375,14526.380615234375,0.7827882238154048,2.6442163705825834,0.9473612904548645,39,0.1660442352294922,7,119.96639176234603,4.286971515417099,51.5,76.0,46.0,False,False,False,0.0,False,True,Leave_One_experiments/hla2004_stage_level_water_nitrogen_joint_ppo_009_02/daily_outputs/HLA/HLA_2004_seed0_soft_stress_stage_daily.csv,Leave_One_experiments/hla2004_stage_level_water_nitrogen_joint_ppo_009_02/daily_outputs/HLA/HLA_2004_seed0_soft_stress_stage_steps.csv,Leave_One_experiments/hla2004_stage_level_water_nitrogen_joint_ppo_009_02/models/HLA/ppo_joint_water_n_HLA_2004_seed0.zip
