agent,final_trnu,mean_trnu,total_anfer,total_amir,napp_anfer,napp_amir,max_grnwt,final_grnwt,max_topwt,total_reward,episodes,run,penality,anfer_cost,amir_cost,anfer_excess_limit,anfer_excess_cost,amir_excess_limit,amir_excess_cost,score
ppo,1.4951649370292823,1.742538905304024,3937.458039174477,224.1950435191393,58.43333333333333,18.766666666666666,7466.120573333334,7466.120573333334,0.5035517333333333,-62440.62282462737,30,pen20_ncost0_icost5_nlim300_nex0_ilim80_iex0,20.0,0.0,5.0,300.0,0.0,80.0,0.0,-1.9220211849921671
ppo,1.4954620134085417,1.7420424401156283,4259.264425809185,223.72595650454363,61.63333333333333,18.366666666666667,7466.905373333333,7466.905373333333,0.5036444,-71922.26877225954,30,pen20_ncost0_icost20_nlim300_nex0_ilim80_iex0,20.0,0.0,20.0,300.0,0.0,80.0,0.0,-2.136106940129667
ppo,1.4957350523521502,1.7417245109664392,8311.381410170967,123.85234826554854,92.83333333333333,11.566666666666666,7466.845966666666,7466.845966666666,0.5035898333333333,-396134.00308117026,30,pen50_ncost0_icost20_nlim300_nex0_ilim80_iex0,50.0,0.0,20.0,300.0,0.0,80.0,0.0,-4.712790498274327
ppo,1.4958075309793155,1.7416915289441306,8323.431899317851,128.3968142668406,93.16666666666667,11.766666666666667,7466.8030266666665,7466.8030266666665,0.5035,-394975.50142691634,30,pen50_ncost0_icost5_nlim300_nex0_ilim80_iex0,50.0,0.0,5.0,300.0,0.0,80.0,0.0,-4.726518430915006
ppo,1.4959274294475715,1.7415655672807253,9608.717241330693,116.9932225222389,101.63333333333334,10.633333333333333,7466.63062,7466.63062,0.5035876666666667,-935066.0878796373,30,pen100_ncost0_icost5_nlim300_nex0_ilim80_iex0,100.0,0.0,5.0,300.0,0.0,80.0,0.0,-5.569173542825006
ppo,1.4959269482642412,1.7415672911110207,9618.667727385959,116.51372114817302,101.56666666666666,10.533333333333333,7466.631673333333,7466.631673333333,0.5035874666666665,-937765.5306021528,30,pen100_ncost0_icost20_nlim300_nex0_ilim80_iex0,100.0,0.0,20.0,300.0,0.0,80.0,0.0,-5.575207167470331
