site,agent,dap,swfac,turfac,nstres,topwt,grnwt,xlai,ep,totir,rain,runoff,reward,raw_action_amir,real_action_amir,history_action_amir
YC,expert,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,-1.0,0.0,0.0
YC,expert,2.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,-1.0,0.0,0.0
YC,expert,3.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,-1.0,0.0,0.0
YC,expert,4.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,-1.0,0.0,0.0
YC,expert,5.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,-1.0,0.0,0.0
YC,expert,6.0,,,,26.400001049041748,0.0,0.004768428858369589,0.0,0.0,,,26.400001049041748,-1.0,0.0,0.0
YC,expert,7.0,,,,26.400001049041748,0.0,0.009054027497768402,0.014074720442295074,0.0,,,0.0,-1.0,0.0,0.0
YC,expert,8.0,,,,26.400001049041748,0.0,0.014958871528506279,0.040978867560625076,0.0,,,0.0,-1.0,0.0,0.0
YC,expert,9.0,,,,26.400001049041748,0.0,0.03537130355834961,0.06174115091562271,0.0,,,0.0,-1.0,0.0,0.0
YC,expert,10.0,,,,29.957387447357178,0.0,0.054858654737472534,0.11153142899274826,0.0,,,3.5573863983154297,-1.0,0.0,0.0
YC,expert,11.0,,,,39.19382095336914,0.0,0.07784024626016617,0.17570331692695618,0.0,,,9.236433506011963,-1.0,0.0,0.0
YC,expert,12.0,,,,50.661869049072266,0.0,0.10413455218076706,0.2465987205505371,0.0,,,11.468048095703125,-1.0,0.0,0.0
YC,expert,13.0,,,,64.50431823730469,0.0,0.13373669981956482,0.3247971534729004,0.0,,,13.842449188232422,-1.0,0.0,0.0
YC,expert,14.0,,,,83.72308731079102,0.0,0.1722247451543808,0.40093597769737244,0.0,,,19.218769073486328,-1.0,0.0,0.0
YC,expert,15.0,,,,107.17959403991699,0.0,0.21634477376937866,0.5124687552452087,0.0,,,23.456506729125977,-1.0,0.0,0.0
YC,expert,16.0,,,,142.28303909301758,0.0,0.2783198356628418,1.0708999633789062,0.0,,,35.103445053100586,-1.0,0.0,0.0
YC,expert,17.0,,,,187.05949783325195,0.0,0.35244807600975037,1.2764227390289307,0.0,,,44.776458740234375,-1.0,0.0,0.0
YC,expert,18.0,,,,201.7408561706543,0.0,0.40122726559638977,0.26956018805503845,0.0,,,14.681358337402344,-1.0,0.0,0.0
YC,expert,19.0,,,,259.8116111755371,0.0,0.49640941619873047,1.6514582633972168,0.0,,,58.07075500488281,-1.0,0.0,0.0
YC,expert,20.0,,,,314.10619735717773,0.0,0.5810431241989136,0.971267819404602,0.0,,,54.294586181640625,-1.0,0.0,0.0
YC,expert,21.0,,,,339.1036605834961,0.0,0.6184859871864319,0.44678834080696106,0.0,,,24.99746322631836,-1.0,0.0,0.0
YC,expert,22.0,,,,400.54237365722656,0.0,0.7089174389839172,1.071225881576538,0.0,,,61.43871307373047,-1.0,0.0,0.0
YC,expert,23.0,,,,492.58190155029297,0.0,0.8390576243400574,1.6537766456604004,0.0,,,92.0395278930664,-1.0,0.0,0.0
YC,expert,24.0,,,,607.9417419433594,0.0,0.9949694275856018,2.219393253326416,0.0,,,115.3598403930664,-1.0,0.0,0.0
YC,expert,25.0,,,,732.1650695800781,0.0,1.153751015663147,2.825777053833008,0.0,,,124.22332763671875,-1.0,0.0,0.0
YC,expert,26.0,,,,876.5927124023438,0.0,1.3383424282073975,3.070685625076294,0.0,,,144.42764282226562,-1.0,0.0,0.0
YC,expert,27.0,,,,1014.3775939941406,0.0,1.5052982568740845,1.8505055904388428,0.0,,,137.78488159179688,-1.0,0.0,0.0
YC,expert,28.0,,,,1106.0881042480469,0.0,1.6114882230758667,1.1491725444793701,0.0,,,91.71051025390625,-1.0,0.0,0.0
YC,expert,29.0,,,,1272.6667022705078,0.0,1.7940447330474854,4.235232353210449,0.0,,,166.57859802246094,-1.0,0.0,0.0
YC,expert,30.0,,,,1460.4167175292969,0.0,1.9864040613174438,2.513354778289795,0.0,,,187.75001525878906,-1.0,0.0,0.0
YC,expert,31.0,,,,1518.8992309570312,0.0,2.0434701442718506,0.6886465549468994,0.0,,,58.482513427734375,-1.0,0.0,0.0
YC,expert,32.0,,,,1614.4790649414062,0.0,2.1325342655181885,1.1460051536560059,0.0,,,95.579833984375,-1.0,0.0,0.0
YC,expert,33.0,,,,1772.6205444335938,0.0,2.2714717388153076,1.9757287502288818,0.0,,,158.1414794921875,-1.0,0.0,0.0
YC,expert,34.0,,,,1970.3749084472656,0.0,2.434331178665161,4.25800895690918,0.0,,,197.75436401367188,-1.0,0.0,0.0
YC,expert,35.0,,,,2099.7787475585938,0.0,2.5342724323272705,1.5961135625839233,0.0,,,129.40383911132812,-1.0,0.0,0.0
