station,year,seed,total_timesteps,run_status,model_path,notes
HLA,2004,0,5000,ok,Leave_One_experiments/hla2004_joint_ppo_n_cap_tightening_probe_009_04/models/HLA/ppo_joint_water_n_HLA_2004_seed0.zip,
