station,year,seed,run_status,stage_steps,daily_steps,total_irrigation,total_ppo_extra_irrigation,total_n,total_base_n,total_ppo_extra_n,final_grnwt,final_topwt,grnwt_fraction_vs_00815_irrigation_only,profit_low_water_cost,max_swfac,swfac_days_gt_0p05,max_nstres,nstres_days_gt_0p05,soft_swfac_penalty_total,soft_nstres_penalty_total,rain_total_in_episode,first_irrigation_dap,first_ppo_n_dap,irrigation_cap_saturated,n_cap_saturated,early_irrigation_before_allowed_window,gate_blocked_irrigation,nstres_warning,debug_joint_promising,daily_csv_path,stage_csv_path,model_path
HLA,2004,0,ok,5,175,105.72129964828491,105.72129964828491,150.0,100.0,50.0,6969.044189453125,16747.79052734375,1.0281970525769801,21.618311929702756,1.0,18,0.555848240852356,86,54.56305286586284,70.49354391098022,51.5,46.0,46.0,False,True,False,0.0,True,False,Leave_One_experiments/hla2004_joint_ppo_n_cap_tightening_probe_009_04/daily_outputs/HLA/HLA_2004_seed0_soft_stress_stage_daily.csv,Leave_One_experiments/hla2004_joint_ppo_n_cap_tightening_probe_009_04/daily_outputs/HLA/HLA_2004_seed0_soft_stress_stage_steps.csv,Leave_One_experiments/hla2004_joint_ppo_n_cap_tightening_probe_009_04/models/HLA/ppo_joint_water_n_HLA_2004_seed0.zip
