combo,agent,PRCP,ETCP,swfac_stress_days_gt_0.05,max_swfac,mean_swfac,nstres_days_gt_0.05,max_nstres,mean_nstres,max_grnwt,total_anfer,total_amir,final_totir,total_reward,terminated_normally
budget180_60_daily20_5_pen20,null,207.3,496.0,0,0.0,0.0,114,0.798799991607666,0.3961676559571562,468.739013671875,0.0,0.0,0.0,936.7106895554753,True
budget180_60_daily20_5_pen20,expert,207.3,496.0,18,1.0,0.0966584708156256,34,0.4043867588043213,0.0626966036599257,6276.0400390625,164.9999976158142,29.999998211860657,29.99999618530273,16951.014177522105,True
budget180_60_daily20_5_pen20,ppo,207.3,496.0,21,1.0,0.1153303359988434,32,0.3058103919029236,0.0450871541582304,6164.59716796875,166.04756498336792,51.208660364151,60.00000381469727,16474.908792674116,True
budget220_100_daily20_5_pen20,null,207.3,496.0,0,0.0,0.0,114,0.798799991607666,0.3961676559571562,468.739013671875,0.0,0.0,0.0,936.7106895554753,True
budget220_100_daily20_5_pen20,expert,207.3,496.0,18,1.0,0.0966584708156256,34,0.4043867588043213,0.0626966036599257,6276.0400390625,164.9999976158142,29.999998211860657,29.99999618530273,16951.014177522105,True
budget220_100_daily20_5_pen20,ppo,207.3,496.0,17,1.0,0.080566692866128,23,0.3023009896278381,0.029723532857566,6728.746948242188,205.6271333694458,90.96669006347656,99.99999237060548,16934.746319629157,True
budget300_150_daily30_10_pen15,null,207.3,496.0,0,0.0,0.0,114,0.798799991607666,0.3961676559571562,468.739013671875,0.0,0.0,0.0,936.7106895554753,True
budget300_150_daily30_10_pen15,expert,207.3,496.0,18,1.0,0.0966584708156256,34,0.4043867588043213,0.0626966036599257,6276.0400390625,164.9999976158142,29.999998211860657,29.99999618530273,16951.014177522105,True
budget300_150_daily30_10_pen15,ppo,207.3,496.0,18,0.8698860555887222,0.0759131887863422,16,0.1586859226226806,0.0129947600693538,6695.3271484375,277.9086742401123,132.8059630393982,150.00001525878906,16361.355830086788,True
