schedule_id,station,eval_year,run_status,episode_completed,episode_length,final_grnwt,final_topwt,final_xlai,total_irrigation,total_n_fertilizer,planned_total_irrigation,planned_total_n,mean_swfac,mean_nstres,yield_per_100mm_irrigation,yield_per_100kg_n,profit_score,daily_csv_path,notes,yield_loss_vs_ppo_baseline,irrigation_reduction_vs_ppo_baseline,n_reduction_vs_ppo_baseline,is_pareto
SYA2012_S0131,SYA,2012,ok,True,135,10114.620361328123,16707.509765625,1.1895753145217896,0.0,225.0,0.0,225.0,0.0,0.0004247294531928,,4495.386827256944,44.89620361328126,Leave_One_experiments/offline_schedule_search/daily_outputs/SYA/SYA_SYA2012_S0131_eval2012_daily.csv,,-0.4710310163093668,1.0,0.5,True
SYA2012_S0105,SYA,2012,ok,True,135,9270.888671875,15866.246337890623,1.1894426345825195,0.0,150.0,0.0,150.0,0.0,0.0430909381972418,,6180.592447916667,55.20888671875001,Leave_One_experiments/offline_schedule_search/daily_outputs/SYA/SYA_SYA2012_S0105_eval2012_daily.csv,,-0.3483219634442651,1.0,0.6666666666666667,True
SYA2012_S0027,SYA,2012,ok,True,135,6935.3009033203125,12414.681396484377,0.8978403806686401,0.0,75.0,0.0,75.0,0.0,0.1233549881864477,,9247.06787109375,50.60300903320312,Leave_One_experiments/offline_schedule_search/daily_outputs/SYA/SYA_SYA2012_S0027_eval2012_daily.csv,,-0.008643169172090044,1.0,0.8333333333333334,True
SYA2012_S0001,SYA,2012,ok,True,135,2693.109436035156,4875.087585449219,0.2015940099954605,0.0,0.0,0.0,0.0,0.0,0.1889430884961728,,,26.93109436035156,Leave_One_experiments/offline_schedule_search/daily_outputs/SYA/SYA_SYA2012_S0001_eval2012_daily.csv,,0.6083246459877069,1.0,1.0,True
