schedule_id,station,eval_year,run_status,episode_completed,episode_length,final_grnwt,final_topwt,final_xlai,total_irrigation,total_n_fertilizer,planned_total_irrigation,planned_total_n,mean_swfac,mean_nstres,yield_per_100mm_irrigation,yield_per_100kg_n,profit_score,daily_csv_path,notes,yield_loss_vs_ppo_baseline,irrigation_reduction_vs_ppo_baseline,n_reduction_vs_ppo_baseline,is_pareto
HLA2011_S0183,HLA,2011,ok,True,169,6853.3050537109375,16551.826171875,0.0003227538836654,0.0,225.0,0.0,225.0,0.0,0.0232550981482105,,3045.9133572048613,12.283050537109377,Leave_One_experiments/offline_schedule_search/daily_outputs/HLA/HLA_HLA2011_S0183_eval2011_daily.csv,,0.0032819880434192114,1.0,0.5,True
HLA2011_S0109,HLA,2011,ok,True,169,6422.036743164063,14681.70654296875,0.0001933593739522,100.0,150.0,100.0,150.0,0.0,0.1190933997814471,6422.036743164063,4281.357828776042,-23.27963256835937,Leave_One_experiments/offline_schedule_search/daily_outputs/HLA/HLA_HLA2011_S0109_eval2011_daily.csv,,0.06600397250774657,0.6666666666666667,0.6666666666666667,True
HLA2011_S0110,HLA,2011,ok,True,169,6422.036743164063,14681.70654296875,0.0001933593739522,100.0,150.0,150.0,150.0,0.0,0.1190933997814471,6422.036743164063,4281.357828776042,-23.27963256835937,Leave_One_experiments/offline_schedule_search/daily_outputs/HLA/HLA_HLA2011_S0110_eval2011_daily.csv,,0.06600397250774657,0.6666666666666667,0.6666666666666667,True
HLA2011_S0112,HLA,2011,ok,True,169,6422.036743164063,14681.70654296875,0.0001933593739522,100.0,150.0,150.0,150.0,0.0,0.1190933997814471,6422.036743164063,4281.357828776042,-23.27963256835937,Leave_One_experiments/offline_schedule_search/daily_outputs/HLA/HLA_HLA2011_S0112_eval2011_daily.csv,,0.06600397250774657,0.6666666666666667,0.6666666666666667,True
HLA2011_S0113,HLA,2011,ok,True,169,6422.036743164063,14681.70654296875,0.0001933593739522,100.0,150.0,200.0,150.0,0.0,0.1190933997814471,6422.036743164063,4281.357828776042,-23.27963256835937,Leave_One_experiments/offline_schedule_search/daily_outputs/HLA/HLA_HLA2011_S0113_eval2011_daily.csv,,0.06600397250774657,0.6666666666666667,0.6666666666666667,True
HLA2011_S0105,HLA,2011,ok,True,169,6414.14306640625,15258.697509765623,0.0002084960869979,0.0,150.0,0.0,150.0,0.0,0.1103408752813847,,4276.095377604167,26.641430664062497,Leave_One_experiments/offline_schedule_search/daily_outputs/HLA/HLA_HLA2011_S0105_eval2011_daily.csv,,0.06715199813091877,1.0,0.6666666666666667,True
HLA2011_S0027,HLA,2011,ok,True,169,5253.0572509765625,10228.418579101562,6.799316179240122e-05,0.0,75.0,0.0,75.0,0.0,0.2901030223397813,,7004.076334635417,33.780572509765626,Leave_One_experiments/offline_schedule_search/daily_outputs/HLA/HLA_HLA2011_S0027_eval2011_daily.csv,,0.23601579984355678,1.0,0.8333333333333334,True
HLA2011_S0001,HLA,2011,ok,True,164,197.71472930908203,610.060920715332,8.239745511673391e-06,0.0,0.0,0.0,0.0,0.0,0.3797047178192836,,,1.9771472930908205,Leave_One_experiments/offline_schedule_search/daily_outputs/HLA/HLA_HLA2011_S0001_eval2011_daily.csv,,0.9712451393324781,1.0,1.0,True
