policy_name,eval_count,mean_yield,mean_irrigation,mean_n,mean_profit,mean_yield_loss_vs_ppo,max_irrigation,max_n,mean_input_reduction_vs_ppo,passes_gate
BC_mlp_regressor_augmented,10,2059.4187393188477,0.0,0.0,20.594187393188477,0.700486154409757,0.0,0.0,1.0,False
BC_random_forest_regressor_augmented,10,6503.2767333984375,0.0,81.8291136988012,44.575488909284076,0.054188744537713086,0.0,108.51833687146188,0.8908945150682651,True
BC_two_stage_classifier_regressor_augmented,10,6273.594665527344,0.0,75.0,43.98594665527344,0.08759281049952118,0.0,75.0,0.9,True
BC_two_stage_classifier_regressor_original,10,8091.853698730469,0.0,153.575,42.524786987304694,-0.17684770609691883,0.0,180.5,0.7952333333333332,True
best_expert_schedule_replay,10,8225.227111816406,0.0,150.0,44.75227111816407,-0.1962450161680497,0.0,150.0,0.8,True
