agent,episode,final_trnu,mean_trnu,max_trnu,total_anfer,total_amir,napp_anfer,napp_amir,max_grnwt,final_grnwt,max_topwt,total_reward
ppo,27,1.4953522942960262,1.7432865865244187,10.5970099568367,1002.8192490339279,231.74562454223633,16,22,7468.5454,7468.5454,0.5035,-2118.0095679906663
ppo,28,1.4942832291126251,1.7434910623412954,10.596541315317154,610.8197391033173,171.0487276315689,13,16,7469.101,7469.101,0.5035,6280.391035282519
ppo,29,1.4956481754779816,1.743173680147906,10.597023367881777,960.0320398807526,141.49046540260315,17,17,7468.3877,7468.3877,0.5035,1585.6533878890323
ppo,30,1.490627322345972,1.737837415269026,10.571405291557312,751.2324213981628,205.4743692278862,16,19,7453.2607,7453.2607,0.5035,2260.9113903687103
expert,1,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,2,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,3,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,4,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,5,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,6,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,7,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,8,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,9,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,10,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,11,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,12,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,13,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,14,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,15,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,16,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,17,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,18,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,19,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,20,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,21,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,22,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,23,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,24,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,25,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,26,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,27,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,28,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,29,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
expert,30,0.0199627946130931,0.9339012232262972,8.125782757997513,164.9999976158142,29.999998211860657,1,3,6414.6914,6414.6914,0.5035,13213.679748716822
