site,agent,dap,swfac,nstres,trnu,topwt,grnwt,xlai,ep,totir,reward,raw_action_anfer,raw_action_amir,real_action_anfer,real_action_amir
HL,expert,41.0,0.0,0.0,,211.32452011108398,0.0,0.39860111474990845,1.58310067653656,0.0,36.12535014748573,-1.0,-1.0,0.0,0.0
HL,expert,42.0,0.0,0.0,,239.65579986572266,0.0,0.44239798188209534,1.4687591791152954,0.0,30.182605795562267,-1.0,-1.0,0.0,0.0
HL,expert,43.0,0.0,0.0,,293.02270889282227,0.0,0.5219477415084839,1.769842505455017,0.0,56.811749786138535,-1.0,-1.0,0.0,0.0
HL,expert,44.0,0.0,0.0,,332.14447021484375,0.0,0.5780977606773376,0.6427335739135742,0.0,40.124151818454266,-1.0,-1.0,0.0,0.0
HL,expert,45.0,0.0,0.0,,394.3001937866211,0.0,0.6646018028259277,1.579772710800171,0.0,64.94242120534182,-1.0,-1.0,0.0,0.0
HL,expert,46.0,0.0,0.0,,456.73656463623047,0.0,0.7463486194610596,0.8205007910728455,0.0,64.11481492221355,-1.0,-1.0,0.0,0.0
HL,expert,47.0,0.0,0.0,,499.78782653808594,0.0,0.8046942949295044,1.5040464401245117,0.0,45.42748171836138,-1.0,-1.0,0.0,0.0
HL,expert,48.0,0.0,0.0,,557.4624633789062,0.0,0.8805839419364929,3.113903760910034,0.0,61.39239422976971,-1.0,-1.0,0.0,0.0
HL,expert,49.0,0.0,0.0,,654.5719909667969,0.0,1.0027881860733032,3.3972082138061523,0.0,101.05946891009808,-1.0,-1.0,0.0,0.0
HL,expert,50.0,0.0,0.0,,757.4751281738281,0.0,1.1255601644515991,3.7546184062957764,9.999999046325684,-42.52595394849777,-0.6000000238418579,-1.0,0.0,9.999999403953552
HL,expert,51.0,0.0,0.0,,853.6827850341797,0.0,1.2346771955490112,3.4354639053344727,9.999999046325684,100.2027103304863,-1.0,-1.0,0.0,0.0
HL,expert,52.0,0.0,0.0,,978.0602264404297,0.0,1.3675435781478882,2.9490878582000732,9.999999046325684,128.33746150135994,-1.0,-1.0,0.0,0.0
HL,expert,53.0,0.0,0.0,,1082.0463562011719,0.0,1.472814917564392,3.477797031402588,9.999999046325684,108.63358587026596,-1.0,-1.0,0.0,0.0
HL,expert,54.0,0.0,0.0,,1209.3244934082031,0.0,1.5942293405532837,2.127138137817383,9.999999046325684,130.46400509774685,-1.0,-1.0,0.0,0.0
HL,expert,55.0,0.0,0.0,,1329.9310302734375,0.0,1.7028998136520386,2.3809163570404053,9.999999046325684,124.72974926233292,-1.0,-1.0,0.0,0.0
HL,expert,56.0,0.0,0.0,,1466.7630004882812,0.0,1.8189425468444824,4.2786478996276855,9.999999046325684,142.77098894119263,-1.0,-1.0,0.0,0.0
HL,expert,57.0,0.0,0.0,,1599.8788452148438,0.0,1.9254848957061768,4.348584175109863,9.999999046325684,138.3008013665676,-1.0,-1.0,0.0,0.0
HL,expert,58.0,0.0,0.0,,1747.6300048828125,0.0,2.036829948425293,3.890683174133301,9.999999046325684,152.51243829727173,-1.0,-1.0,0.0,0.0
HL,expert,59.0,0.0,0.0,,1917.3612976074219,0.0,2.1566519737243652,3.226485013961792,9.999999046325684,174.37573991715908,-1.0,-1.0,0.0,0.0
HL,expert,60.0,0.0,0.0,,2067.25830078125,0.0,2.256636619567871,4.103508472442627,9.999999046325684,155.6566797196865,-1.0,-1.0,0.0,0.0
HL,expert,61.0,0.0,0.0,,2247.9061889648438,0.0,2.3698887825012207,5.183495998382568,9.999999046325684,187.11530283093452,-1.0,-1.0,0.0,0.0
HL,expert,62.0,0.0,0.0,,2451.5850830078125,0.0,2.4894158840179443,5.02961540222168,9.999999046325684,209.88802462816238,-1.0,-1.0,0.0,0.0
HL,expert,63.0,0.0,0.0,,2618.6245727539062,0.0,2.5817816257476807,1.9512150287628174,9.999999046325684,169.8922609910369,-1.0,-1.0,0.0,0.0
HL,expert,64.0,0.0,0.0,,2808.9657592773438,0.0,2.68143367767334,3.764813184738159,9.999999046325684,196.68599665164948,-1.0,-1.0,0.0,0.0
HL,expert,65.0,0.0,0.0,,3047.025146484375,0.0,2.7984254360198975,4.2812676429748535,9.999999046325684,244.48683470487595,-1.0,-1.0,0.0,0.0
HL,expert,66.0,0.0,0.0,,3279.791259765625,0.0,2.9062061309814453,2.789280652999878,9.999999046325684,237.73350328207016,-1.0,-1.0,0.0,0.0
HL,expert,67.0,0.0,0.0,,3558.7396240234375,0.0,3.027273416519165,3.51546049118042,9.999999046325684,285.6430469453335,-1.0,-1.0,0.0,0.0
HL,expert,68.0,0.0,0.0,,3838.2464599609375,0.0,3.1413397789001465,5.110118865966797,9.999999046325684,287.6326186954975,-1.0,-1.0,0.0,0.0
HL,expert,69.0,0.0,0.0,,4312.896423339844,0.0,3.4262495040893555,5.845111846923828,9.999999046325684,479.406196475029,-1.0,-1.0,0.0,0.0
HL,expert,70.0,0.0,0.0,,4637.5128173828125,0.0,3.574432373046875,5.8756422996521,9.999999046325684,325.5008167028427,-1.0,-1.0,0.0,0.0
HL,expert,71.0,0.0,0.011312305927276611,,4955.5865478515625,0.0,3.6921558380126953,5.845065593719482,19.999998092651367,168.26040643034503,-0.6000000238418579,-1.0,0.0,9.999999403953552
HL,expert,72.0,0.0,0.038263797760009766,,5211.8829345703125,0.0,3.763040542602539,5.919559001922607,19.999998092651367,256.4228138513863,-1.0,-1.0,0.0,0.0
HL,expert,73.0,0.0,0.0603337287902832,,5458.03466796875,0.0,3.812209367752075,5.8404340744018555,19.999998092651367,246.2642356636934,-1.0,-1.0,0.0,0.0
HL,expert,74.0,0.0,0.07482850551605225,,5561.8939208984375,0.0,3.806978702545166,1.2939064502716064,19.999998092651367,104.02079624356702,-1.0,-1.0,0.0,0.0
HL,expert,75.0,0.0,0.08677005767822266,,5734.8724365234375,0.0,3.8139748573303223,4.47460412979126,19.999998092651367,173.10998680070043,-1.0,-1.0,0.0,0.0
HL,expert,76.0,0.0,0.09076738357543945,,5851.9476318359375,0.0,3.8021905422210693,2.235617160797119,19.999998092651367,117.1735219983384,-1.0,-1.0,0.0,0.0
HL,expert,77.0,0.0,0.09627830982208252,,5989.5758056640625,0.0,3.792161226272583,5.49635648727417,19.999998092651367,137.72963124793023,-1.0,-1.0,0.0,0.0
HL,expert,78.0,0.0,0.100058913230896,,6076.783447265625,0.0,3.766710042953491,5.187472820281982,19.999998092651367,87.29715404100716,-1.0,-1.0,0.0,0.0
HL,expert,79.0,0.0,0.10121810436248779,,6186.8798828125,0.0,3.7461678981781006,5.355543613433838,19.999998092651367,110.18626931589097,-1.0,-1.0,0.0,0.0
HL,expert,80.0,0.0,0.10143530368804932,,6326.5875244140625,0.0,3.7321009635925293,5.54650354385376,19.999998092651367,139.76904135895893,-1.0,-1.0,0.0,0.0
HL,expert,81.0,0.0,0.10189652442932129,,6495.2703857421875,0.0,3.724987745285034,4.8132781982421875,19.999998092651367,168.75463917967863,-1.0,-1.0,0.0,0.0
HL,expert,82.0,0.0,0.10304832458496094,,6680.584716796875,0.0,3.7214138507843018,5.446458339691162,19.999998092651367,185.4129394539632,-1.0,-1.0,0.0,0.0
HL,expert,83.0,0.0,0.10132050514221191,,6889.76806640625,0.0,3.7244303226470947,3.9093220233917236,19.999998092651367,209.25914231105708,-1.0,-1.0,0.0,0.0
HL,expert,84.0,0.0,0.10399186611175537,,7083.634033203125,0.0,3.7224080562591553,5.727471828460693,19.999998092651367,193.9565938024316,-1.0,-1.0,0.0,0.0
HL,expert,85.0,0.0,0.10535526275634766,,7231.378173828125,0.0,3.7086076736450195,4.682222843170166,19.999998092651367,147.8489271737635,-1.0,-1.0,0.0,0.0
HL,expert,86.0,0.0,0.1086321473121643,,7608.946533203125,0.0,3.6582484245300293,5.3481364250183105,19.999998092651367,377.6726578641683,-1.0,-1.0,0.0,0.0
HL,expert,87.0,0.0,0.10542917251586914,,7925.460205078125,0.0,3.610037326812744,4.650321960449219,19.999998092651367,316.62177130114287,-1.0,-1.0,0.0,0.0
HL,expert,88.0,0.0,0.1105918288230896,,8315.72509765625,0.0,3.5601322650909424,5.306108474731445,19.999998092651367,390.3662656666711,-1.0,-1.0,0.0,0.0
HL,expert,89.0,0.0,0.11277711391448975,,8685.4833984375,0.0,3.5099449157714844,5.0522661209106445,19.999998092651367,369.8513364722021,-1.0,-1.0,0.0,0.0
HL,expert,90.0,0.0,0.11730313301086426,,9054.78759765625,0.0,3.4584789276123047,4.9452948570251465,19.999998092651367,369.391687347088,-1.0,-1.0,0.0,0.0
HL,expert,91.0,0.0,0.11969846487045288,,9405.2099609375,0.0,3.4067318439483643,4.933267116546631,19.999998092651367,350.5050827411469,-1.0,-1.0,0.0,0.0
HL,expert,92.0,0.0,0.12046384811401367,,9773.346557617188,0.0,3.355433225631714,5.439202785491943,19.999998092651367,368.21365220239386,-1.0,-1.0,0.0,0.0
HL,expert,93.0,0.0,0.12048888206481934,,10101.356201171875,0.0,3.304896831512451,4.950932025909424,19.999998092651367,328.0836535478011,-1.0,-1.0,0.0,0.0
HL,expert,94.0,0.0,0.11985290050506592,,10350.4296875,0.0,3.2553839683532715,4.023813724517822,19.999998092651367,249.14776334306225,-1.0,-1.0,0.0,0.0
HL,expert,95.0,0.0,0.1183931827545166,,10416.84814453125,0.0,3.207206964492798,1.594124436378479,19.999998092651367,66.53901593526825,-1.0,-1.0,0.0,0.0
HL,expert,96.0,0.0,0.11344873905181885,,10614.98046875,0.0,3.161724805831909,3.4565556049346924,29.999996185302734,48.229774937499315,-0.6000000238418579,-1.0,0.0,9.999999403953552
HL,expert,97.0,0.0,0.10511243343353271,,10709.786376953125,0.0,3.120183229446411,1.9995139837265015,29.999996185302734,94.89939212799072,-1.0,-1.0,0.0,0.0
HL,expert,98.0,0.0,0.0995524525642395,,10815.13427734375,0.0,3.081355333328247,2.131281852722168,29.999996185302734,105.40422666352242,-1.0,-1.0,0.0,0.0
HL,expert,99.0,0.0,0.09081494808197021,,10972.449951171875,157.31685638427734,3.0463759899139404,3.946199417114258,29.999996185302734,157.36312869179528,-1.0,-1.0,0.0,0.0
HL,expert,100.0,0.0,0.09675222635269165,,11125.513916015625,310.38021087646484,3.009533166885376,1.7922800779342651,29.999996185302734,153.12730116420425,-1.0,-1.0,0.0,0.0
HL,expert,101.0,0.0,0.09867918491363525,,11222.3046875,463.443603515625,2.9724109172821045,1.0801469087600708,29.999996185302734,96.86436627060175,-1.0,-1.0,0.0,0.0
HL,expert,102.0,0.0,0.09975606203079224,,11431.640625,616.5069961547852,2.9353461265563965,4.432809829711914,29.999996185302734,209.4174928823486,-1.0,-1.0,0.0,0.0
HL,expert,103.0,0.0,0.09827625751495361,,11584.703369140625,769.5703887939453,2.8992867469787598,3.5366945266723633,29.999996185302734,153.12619224307127,-1.0,-1.0,0.0,0.0
HL,expert,104.0,0.0,0.10266327857971191,,11737.767333984375,922.6337432861328,2.8620803356170654,4.778223514556885,29.999996185302734,153.12936290865764,-1.0,-1.0,0.0,0.0
HL,expert,105.0,0.0,0.10609865188598633,,11890.830078125,1075.6971740722656,2.824122667312622,4.031266689300537,29.999996185302734,153.11340662185103,-1.0,-1.0,0.0,0.0
HL,expert,106.0,0.0,0.10975873470306396,,12043.89404296875,1228.7605285644531,2.7853758335113525,3.629493236541748,29.999996185302734,153.10715757950675,-1.0,-1.0,0.0,0.0
HL,expert,107.0,0.0,0.11181503534317017,,12196.95556640625,1381.8238830566406,2.7464451789855957,4.135114669799805,29.999996185302734,153.1084407272283,-1.0,-1.0,0.0,0.0
HL,expert,108.0,0.0,0.11340546607971191,,12350.01953125,1534.8873901367188,2.707512140274048,2.821256637573242,29.999996185302734,153.11718716984615,-1.0,-1.0,0.0,0.0
HL,expert,109.0,0.0,0.11821484565734863,,12503.082275390625,1687.9507446289062,2.667503833770752,2.990756034851074,29.999996185302734,153.12104312935844,-1.0,-1.0,0.0,0.0
HL,expert,110.0,0.0,0.12455350160598755,,12656.146240234375,1841.0140991210938,2.6259727478027344,4.0622968673706055,29.999996185302734,153.12290396541357,-1.0,-1.0,0.0,0.0
HL,expert,111.0,0.0,0.12982898950576782,,12809.208984375,1994.0774536132812,2.5833568572998047,3.4243364334106445,29.999996185302734,153.11737983603962,-1.0,-1.0,0.0,0.0
HL,expert,112.0,0.0,0.13384032249450684,,12962.27294921875,2147.1408081054688,2.5401370525360107,2.322619915008545,29.999996185302734,153.12813149648719,-1.0,-1.0,0.0,0.0
HL,expert,113.0,0.0,0.13919806480407715,,13115.33447265625,2300.204315185547,2.4959394931793213,2.164534330368042,29.999996185302734,153.1312570127193,-1.0,-1.0,0.0,0.0
HL,expert,114.0,0.0,0.14539498090744019,,13268.3984375,2453.2676696777344,2.4505770206451416,2.9231057167053223,29.999996185302734,153.11781075433828,-1.0,-1.0,0.0,0.0
HL,expert,115.0,0.0,0.15168368816375732,,13421.461181640625,2606.3311767578125,2.4041130542755127,3.8654308319091797,29.999996185302734,153.11558038694784,-1.0,-1.0,0.0,0.0
HL,expert,116.0,0.0,0.1598200798034668,,13551.929931640625,2736.79931640625,2.3560848236083984,3.6585378646850586,29.999996185302734,130.5181987117976,-1.0,-1.0,0.0,0.0
HL,expert,117.0,0.0,0.1651163101196289,,13704.99267578125,2889.8626708984375,2.3074562549591064,3.1973681449890137,29.999996185302734,153.10987857112195,-1.0,-1.0,0.0,0.0
HL,expert,118.0,0.0,0.1724311113357544,,13858.056640625,3042.9263305664062,2.2577216625213623,3.7410502433776855,29.999996185302734,153.10982138616964,-1.0,-1.0,0.0,0.0
HL,expert,119.0,0.0,0.17971420288085938,,14011.12060546875,3195.9896850585938,2.207003593444824,3.611238956451416,29.999996185302734,153.10935242450796,-1.0,-1.0,0.0,0.0
HL,expert,120.0,0.0,0.18543702363967896,,14164.183349609375,3349.052734375,2.155846118927002,2.6794121265411377,29.999996185302734,153.10772409895435,-1.0,-1.0,0.0,0.0
HL,expert,121.0,0.0,0.1924985647201538,,14317.24609375,3502.1160888671875,2.103971481323242,2.720092296600342,29.999996185302734,153.10838242759928,-1.0,-1.0,0.0,0.0
HL,expert,122.0,0.0,0.20478445291519165,,14433.135986328125,3618.0068969726562,2.050952672958374,2.7382218837738037,29.999996185302734,115.9349543065764,-1.0,-1.0,0.0,0.0
HL,expert,123.0,0.0,0.22193753719329834,,14573.0810546875,3757.950439453125,1.9978042840957642,2.8892886638641357,29.999996185302734,139.9859968869714,-1.0,-1.0,0.0,0.0
HL,expert,124.0,0.0,0.24259322881698608,,14726.14501953125,3911.0137939453125,1.944313406944275,3.290121078491211,29.999996185302734,153.1059861270478,-1.0,-1.0,0.0,0.0
HL,expert,125.0,0.0,0.26381033658981323,,14879.20654296875,4064.0771484375,1.8905360698699951,3.2993664741516113,29.999996185302734,153.09877654130105,-1.0,-1.0,0.0,0.0
HL,expert,126.0,0.0,0.28502553701400757,,15032.269287109375,4217.140197753906,1.836574912071228,2.3058371543884277,29.999996185302734,153.09968741959892,-1.0,-1.0,0.0,0.0
HL,expert,127.0,0.0,0.31075620651245117,,15080.60546875,4364.37255859375,1.7821850776672363,0.6393554210662842,29.999996185302734,48.37226238974836,-1.0,-1.0,0.0,0.0
HL,expert,128.0,0.0,0.335213840007782,,15203.111572265625,4512.333984375,1.7275898456573486,1.6951109170913696,29.999996185302734,122.54049803246744,-1.0,-1.0,0.0,0.0
HL,expert,129.0,0.0,0.3446713089942932,,15313.0908203125,4644.259948730469,1.6739863157272339,1.514788269996643,29.999996185302734,110.01225912477821,-1.0,-1.0,0.0,0.0
HL,expert,130.0,0.0,0.360310435295105,,15407.3046875,4797.323303222656,1.620954990386963,1.4148476123809814,29.999996185302734,94.24599660851527,-1.0,-1.0,0.0,0.0
HL,expert,131.0,0.0,0.3817605972290039,,15527.58544921875,4950.3863525390625,1.568155288696289,1.8666586875915527,29.999996185302734,120.30989464430604,-1.0,-1.0,0.0,0.0
HL,expert,132.0,0.0,0.3966931104660034,,15643.759765625,5103.44970703125,1.5160995721817017,1.8988959789276123,29.999996185302734,116.20169512170833,-1.0,-1.0,0.0,0.0
HL,expert,133.0,0.0,0.4155356287956238,,15747.646484375,5256.5130615234375,1.4645814895629883,1.8025825023651123,29.999996185302734,103.91483345767483,-1.0,-1.0,0.0,0.0
HL,expert,134.0,0.0,0.4372248649597168,,15774.122314453125,5409.5758056640625,1.4134904146194458,0.43503838777542114,29.999996185302734,26.50523166405037,-1.0,-1.0,0.0,0.0
HL,expert,135.0,0.0,0.4556799530982971,,15827.2607421875,5562.63916015625,1.363094687461853,0.9495763778686523,29.999996185302734,53.171488725347444,-1.0,-1.0,0.0,0.0
HL,expert,136.0,0.0,0.45860999822616577,,15932.899169921875,5715.7025146484375,1.3143292665481567,2.028290033340454,29.999996185302734,105.66773854836356,-1.0,-1.0,0.0,0.0
HL,expert,137.0,0.0,0.467678427696228,,16014.483642578125,5868.765869140625,1.2668119668960571,1.5768375396728516,29.999996185302734,81.6111259907484,-1.0,-1.0,0.0,0.0
HL,expert,138.0,0.0,0.4917331337928772,,16133.905029296875,6005.79345703125,1.2197428941726685,2.160538673400879,29.999996185302734,119.44689693918917,-1.0,-1.0,0.0,0.0
HL,expert,139.0,0.0,0.5091060996055603,,16224.28466796875,6093.9874267578125,1.1025255918502808,1.6440855264663696,29.999996185302734,90.41506967798341,-1.0,-1.0,0.0,0.0
HL,expert,140.0,0.0,0.5241016745567322,,16323.875732421875,6209.149169921875,1.060073733329773,1.9073535203933716,29.999996185302734,99.61905918898992,-1.0,-1.0,0.0,0.0
HL,expert,141.0,0.0,0.5511874854564667,,16395.106201171875,6261.6278076171875,0.7950551509857178,1.6365915536880493,29.999996185302734,71.25383799517294,-1.0,-1.0,0.0,0.0
HL,expert,142.0,0.0,0.5571459233760834,,16449.54833984375,6414.691162109375,0.7633473873138428,1.2030200958251953,29.999996185302734,54.46210146648809,-1.0,-1.0,0.0,0.0
HL,expert,143.0,0.0,0.5951496660709381,,16449.54833984375,6414.691162109375,0.7633473873138428,0.9651888012886047,29.999996185302734,0.019962794613093138,-1.0,-1.0,0.0,0.0
HL,expert,144.0,0.0,0.5951496660709381,,16449.54833984375,6414.691162109375,0.7633473873138428,1.1153278350830078,29.999996185302734,0.019962794613093138,-1.0,-1.0,0.0,0.0
HL,expert,144.0,0.0,0.5951496660709381,,16449.54833984375,6414.691162109375,0.7633473873138428,1.1153278350830078,29.999996185302734,0.0,-1.0,-1.0,0.0,0.0
