scenario,station_code,year,split,water_cost,nitrogen_cost,season_irrigation_cap,season_n_cap,total_irrigation,total_n,final_topwt,final_grnwt,mean_swfac,max_swfac,swfac_stress_days_gt_0p05,mean_nstres,max_nstres,nstres_days_gt_0p05,profit_simple,irrigation_event_count,n_event_count,irrigation_during_or_before_swfac_stress,fertilization_during_or_before_nstres,decision_reasonableness_label,run_status,daily_csv_path,baseline_final_grnwt,irrigation_cap_fraction,n_cap_fraction,yield_fraction_vs_baseline,case_recommended
B_cost_high,LCA,2008,eval,0.3,0.5,160.0,250.0,160.0,250.0,19138.658447265625,10768.310546875,0.0022781734327668,0.2346518635749817,1,0.0002735031461252,0.0121910572052001,0,-65.31689453125,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/LCA/2008_ppo_daily.csv,10768.16650390625,1.0,1.0,1.0000133767404784,False
B_cost_high,LCA,2009,eval,0.3,0.5,160.0,250.0,160.0,250.0,17793.10546875,9222.220458984377,0.0003681761547199,0.0379221439361572,0,0.0002260590062558,0.0121910572052001,0,-80.77779541015624,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/LCA/2009_ppo_daily.csv,9222.07275390625,1.0,1.0,1.0000160164728764,False
B_cost_high,LCA,2013,eval,0.3,0.5,160.0,250.0,160.0,250.0,16625.43212890625,8756.182250976562,0.0005342910687128,0.0512919425964355,1,0.000332036986947,0.0121910572052001,0,-85.43817749023437,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/LCA/2013_ppo_daily.csv,8756.2109375,1.0,1.0,0.999996723865649,False
B_cost_high,SYA,2009,train,0.3,0.5,160.0,250.0,160.0,250.0,20060.28686523437,12165.374755859377,0.0190682138355684,0.529608815908432,7,0.0104357268608791,0.2571485638618469,7,-51.34625244140625,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/SYA/2009_ppo_daily.csv,12165.125732421877,1.0,1.0,1.000020470272398,False
B_cost_high,SYA,2014,train,0.3,0.5,160.0,250.0,160.0,250.0,18624.630126953125,10362.821044921877,0.0315880096620983,0.7328987419605255,8,0.0095803207821316,0.1762909889221191,9,-69.37178955078124,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/SYA/2014_ppo_daily.csv,10363.626708984377,1.0,1.0,0.999922260412776,False
B_cost_high,SYA,2017,train,0.3,0.5,160.0,250.0,160.0,250.0,18310.29052734375,10517.593994140623,0.0107075659128335,0.5420153737068176,4,0.0004673976164597,0.0143770575523376,0,-67.82406005859374,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/SYA/2017_ppo_daily.csv,10518.133544921877,1.0,1.0,0.9999487028017899,False
B_cost_high,SYA,2020,train,0.3,0.5,160.0,250.0,160.0,250.0,18198.53881835937,10000.918579101562,0.0,0.0,0,0.0004945207333219,0.0161526203155517,0,-72.99081420898438,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/SYA/2020_ppo_daily.csv,10000.914916992188,1.0,1.0,1.0000003661774353,False
B_cost_high,SYA,2022,train,0.3,0.5,160.0,250.0,160.0,250.0,16819.296875,10597.557373046877,0.0,0.0,0,0.0195623145137034,0.4087478518486023,9,-67.02442626953125,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/SYA/2022_ppo_daily.csv,10597.227783203123,1.0,1.0,1.000031101515462,False
B_cost_high,SYA,2008,eval,0.3,0.5,160.0,250.0,160.0,250.0,17890.13671875,11073.4423828125,0.0,0.0,0,0.0003854640713938,0.0155877470970153,0,-62.265576171875,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/SYA/2008_ppo_daily.csv,11073.42529296875,1.0,1.0,1.0000015433204539,False
B_cost_high,SYA,2010,eval,0.3,0.5,160.0,250.0,160.0,250.0,15639.02099609375,8490.496826171875,0.0,0.0,0,0.0004923703686502,0.0152856111526489,0,-88.09503173828125,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/SYA/2010_ppo_daily.csv,8490.496826171875,1.0,1.0,1.0,False
B_cost_high,SYA,2012,eval,0.3,0.5,160.0,250.0,160.0,250.0,16730.68115234375,10105.977783203123,0.0,0.0,0,0.0003792326501075,0.015001893043518,0,-71.94022216796874,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/SYA/2012_ppo_daily.csv,10106.010131835938,1.0,1.0,0.9999967990698216,False
B_cost_high,SYA,2023,eval,0.3,0.5,160.0,250.0,160.0,250.0,18629.98046875,10738.28369140625,0.0,0.0,0,0.000445635854334,0.0159885883331298,0,-65.61716308593749,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/SYA/2023_ppo_daily.csv,10738.28857421875,1.0,1.0,0.9999995452895062,False
B_cost_high,YCA,2004,train,0.3,0.5,160.0,250.0,160.0,250.0,18092.052001953125,7980.5218505859375,0.0394227905117947,0.8067580759525299,7,0.0176929561988167,0.1724832653999328,19,-93.19478149414064,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/YCA/2004_ppo_daily.csv,8064.649658203125,1.0,1.0,0.989568324579157,False
B_cost_high,YCA,2014,train,0.3,0.5,160.0,250.0,160.0,250.0,19912.908935546875,9381.074829101562,0.0004148065486801,0.0443843007087707,0,0.0002889137401759,0.0121910572052001,0,-79.18925170898437,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/YCA/2014_ppo_daily.csv,9381.273803710938,1.0,1.0,0.9999787902353626,False
B_cost_high,YCA,2015,train,0.3,0.5,160.0,250.0,160.0,250.0,20201.2548828125,9081.901245117188,0.0,0.0,0,0.00030946234862,0.0121910572052001,0,-82.18098754882813,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/YCA/2015_ppo_daily.csv,9082.266845703123,1.0,1.0,0.9999597456678881,False
B_cost_high,YCA,2019,train,0.3,0.5,160.0,250.0,160.0,250.0,17785.1220703125,7598.8055419921875,0.0034323653372207,0.3466688990592956,1,0.0002461370855274,0.0121910572052001,0,-97.01194458007812,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/YCA/2019_ppo_daily.csv,7598.8336181640625,1.0,1.0,0.9999963051998128,False
B_cost_high,YCA,2022,train,0.3,0.5,160.0,250.0,160.0,250.0,18661.19384765625,8492.332763671875,0.0,0.0,0,0.0097804379229452,0.145872414112091,8,-88.07667236328125,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/YCA/2022_ppo_daily.csv,8496.190795898438,1.0,1.0,0.9995459103592136,False
B_cost_high,YCA,2005,eval,0.3,0.5,160.0,250.0,160.0,250.0,19096.832275390625,9111.390991210938,0.0015686249957894,0.1662742495536804,1,0.0002108013854836,0.0121910572052001,0,-81.88609008789062,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/YCA/2005_ppo_daily.csv,9111.399536132812,1.0,1.0,0.9999990621724093,False
B_cost_high,YCA,2010,eval,0.3,0.5,160.0,250.0,160.0,250.0,17177.139892578125,7246.4801025390625,0.0010465419292449,0.1046541929244995,1,0.0003645646572113,0.0130308866500854,0,-100.53519897460936,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/YCA/2010_ppo_daily.csv,7246.476440429687,1.0,1.0,1.0000005053641456,False
B_cost_high,YCA,2012,eval,0.3,0.5,160.0,250.0,160.0,250.0,17110.45166015625,7861.642456054687,0.001060858794621,0.1113901734352111,1,0.0002266367276509,0.0121910572052001,0,-94.38357543945312,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/YCA/2012_ppo_daily.csv,7861.51123046875,1.0,1.0,1.0000166921577913,False
B_cost_high,YCA,2023,eval,0.3,0.5,160.0,250.0,160.0,250.0,22436.65771484375,9577.181396484377,0.0001072607089563,0.0104042887687683,0,0.0067542029410293,0.1219245195388794,5,-77.22818603515624,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/YCA/2023_ppo_daily.csv,9577.166137695312,1.0,1.0,1.0000015932467752,False
C_cap_low,FQA,2007,train,0.1,0.25,100.0,180.0,100.0,180.0,13178.97216796875,7137.5616455078125,0.0,0.0,0,0.0010880625472878,0.0251444578170776,0,16.37561645507813,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/FQA/2007_ppo_daily.csv,7078.95263671875,1.0,1.0,1.008279333369891,False
C_cap_low,FQA,2008,train,0.1,0.25,100.0,180.0,100.0,180.0,12474.481201171877,7084.771728515625,0.0263356214477902,0.3298885822296142,12,0.0085092907860165,0.176912784576416,6,15.84771728515625,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/FQA/2008_ppo_daily.csv,7234.488525390625,1.0,1.0,0.9793051303696807,False
C_cap_low,FQA,2016,train,0.1,0.25,100.0,180.0,100.0,180.0,12627.61962890625,6556.45751953125,0.0308854853620334,0.4557045698165893,12,0.0095468193900828,0.1772410869598388,6,10.5645751953125,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/FQA/2016_ppo_daily.csv,7358.621826171875,1.0,1.0,0.8909898720725632,False
C_cap_low,FQA,2020,train,0.1,0.25,100.0,180.0,100.0,180.0,13826.0546875,7967.039794921875,0.0,0.0,0,0.0060773021899736,0.1222701072692871,5,24.670397949218756,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/FQA/2020_ppo_daily.csv,7990.3179931640625,1.0,1.0,0.9970866993951801,False
C_cap_low,FQA,2023,train,0.1,0.25,100.0,180.0,100.0,180.0,14357.244873046877,7652.2015380859375,0.0151072877148787,0.42206871509552,5,0.0001450416942437,0.0121910572052001,0,21.52201538085937,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/FQA/2023_ppo_daily.csv,8224.324340820312,1.0,1.0,0.9304352820942723,False
C_cap_low,FQA,2005,eval,0.1,0.25,100.0,180.0,100.0,180.0,13329.93896484375,7428.534545898437,0.0,0.0,0,0.0001207035366851,0.0121910572052001,0,19.28534545898438,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/FQA/2005_ppo_daily.csv,7339.745483398437,1.0,1.0,1.012097021988137,False
C_cap_low,FQA,2011,eval,0.1,0.25,100.0,180.0,100.0,180.0,10858.697509765623,5567.311401367188,0.0019156450575048,0.1669021844863891,1,0.0001108277927745,0.0121910572052001,0,0.6731140136718778,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/FQA/2011_ppo_daily.csv,5627.327880859375,1.0,1.0,0.9893348173835179,False
C_cap_low,FQA,2015,eval,0.1,0.25,100.0,180.0,100.0,180.0,12357.928466796877,6952.5469970703125,0.0,0.0,0,0.0001183597786912,0.0121910572052001,0,14.525469970703128,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/FQA/2015_ppo_daily.csv,6931.538696289063,1.0,1.0,1.0030308278871034,False
C_cap_low,FQA,2019,eval,0.1,0.25,100.0,180.0,100.0,180.0,12037.28515625,6169.614868164063,0.0543894573636011,0.5402729511260986,17,0.0018048439550837,0.0471473932266235,0,6.696148681640629,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/FQA/2019_ppo_daily.csv,7603.850708007812,1.0,1.0,0.8113803262426869,False
C_cap_low,HLA,2004,train,0.1,0.25,100.0,180.0,100.0,180.0,15418.345947265623,5719.55810546875,0.1535752498890672,1.0,33,0.037677948474884,0.1841864585876464,42,2.1955810546875014,6,4,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/HLA/2004_ppo_daily.csv,6024.10888671875,1.0,1.0,0.949444675224673,False
C_cap_low,HLA,2020,train,0.1,0.25,100.0,180.0,100.0,180.0,15357.9345703125,6534.488525390625,0.0,0.0,0,0.0940268207974985,0.6303253173828125,53,10.344885253906256,6,4,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/HLA/2020_ppo_daily.csv,6866.948852539063,1.0,1.0,0.9515854371005675,False
C_cap_low,HLA,2021,train,0.1,0.25,100.0,180.0,100.0,180.0,13991.339111328123,5058.9447021484375,0.0,0.0,0,0.0246463699000222,0.2775225639343261,19,-4.410552978515625,6,4,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/HLA/2021_ppo_daily.csv,5059.63623046875,1.0,1.0,0.9998633244982815,False
C_cap_low,HLA,2022,train,0.1,0.25,100.0,180.0,100.0,180.0,17401.42822265625,7110.446166992188,0.0,0.0,0,0.0555133213039854,0.5823301374912262,27,16.104461669921875,6,4,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/HLA/2022_ppo_daily.csv,7107.60498046875,1.0,1.0,1.0003997389459947,False
C_cap_low,HLA,2023,train,0.1,0.25,100.0,180.0,100.0,180.0,16523.36181640625,6078.2513427734375,0.0,0.0,0,0.0314953573372053,0.3844270706176758,19,5.782513427734379,6,4,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/HLA/2023_ppo_daily.csv,6077.9376220703125,1.0,1.0,1.0000516163084638,False
C_cap_low,HLA,2012,eval,0.1,0.25,100.0,180.0,100.0,180.0,1479.8892211914062,0.0,0.0,0.0,0,0.000388971888102,0.0135592222213745,0,-55.0,6,4,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/HLA/2012_ppo_daily.csv,0.0,1.0,1.0,,False
C_cap_low,HLA,2013,eval,0.1,0.25,100.0,180.0,100.0,180.0,13693.251953125,5174.937744140625,0.0,0.0,0,0.016452995053044,0.2167023420333862,14,-3.250622558593747,7,4,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/HLA/2013_ppo_daily.csv,5172.479248046875,1.0,1.0,1.0004753032300087,False
C_cap_low,HLA,2015,eval,0.1,0.25,100.0,180.0,100.0,180.0,16563.804931640625,6467.796630859375,0.0,0.0,0,0.1004291872183481,0.5511108040809631,71,9.677966308593753,6,4,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/HLA/2015_ppo_daily.csv,6969.3353271484375,1.0,1.0,0.9280363660598504,False
C_cap_low,HLA,2018,eval,0.1,0.25,100.0,180.0,100.0,180.0,15357.26318359375,6115.946044921875,0.0,0.0,0,0.0511687954846959,0.481229305267334,25,6.159460449218749,6,4,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/HLA/2018_ppo_daily.csv,6115.9259033203125,1.0,1.0,1.0000032933037255,False
C_cap_low,LCA,2017,train,0.1,0.25,100.0,180.0,100.0,180.0,17273.511962890625,9037.380981445312,0.0,0.0,0,0.000866413116455,0.0149861574172973,0,35.373809814453125,6,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/LCA/2017_ppo_daily.csv,9008.58154296875,1.0,1.0,1.00319688935924,False
C_cap_low,LCA,2020,train,0.1,0.25,100.0,180.0,100.0,180.0,17039.725341796875,7748.10546875,0.0,0.0,0,0.0018035510311955,0.0457469820976257,0,22.48105468750001,6,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/LCA/2020_ppo_daily.csv,7666.160278320312,1.0,1.0,1.010689209128777,False
C_cap_low,LCA,2021,train,0.1,0.25,100.0,180.0,100.0,180.0,19454.549560546875,10686.146240234377,0.0,0.0,0,0.0237788762897253,0.3339074850082397,12,51.86146240234375,6,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/LCA/2021_ppo_daily.csv,10986.47216796875,1.0,1.0,0.9726640250716715,False
C_cap_low,LCA,2022,train,0.1,0.25,100.0,180.0,100.0,180.0,18904.84741210937,9759.207763671877,0.0,0.0,0,0.0339219551337392,0.4154829978942871,12,42.59207763671876,6,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/LCA/2022_ppo_daily.csv,9990.018310546877,1.0,1.0,0.9768958835009017,False
C_cap_low,LCA,2023,train,0.1,0.25,100.0,180.0,100.0,180.0,17486.30126953125,7909.588623046875,0.0,0.0,0,0.0042823776602745,0.087933599948883,4,24.09588623046875,6,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/LCA/2023_ppo_daily.csv,7888.355712890625,1.0,1.0,1.002691677572495,False
C_cap_low,LCA,2006,eval,0.1,0.25,100.0,180.0,100.0,180.0,16450.2685546875,9160.849609375,0.0,0.0,0,0.0016847544786881,0.0464065074920654,0,36.608496093750006,6,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/LCA/2006_ppo_daily.csv,8996.990356445312,1.0,1.0,1.0182126740652002,False
C_cap_low,LCA,2008,eval,0.1,0.25,100.0,180.0,100.0,180.0,18763.44116210937,10266.483154296877,0.0005532370030301,0.0569834113121032,1,0.027302126861313,0.3084465265274048,15,47.66483154296876,6,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/LCA/2008_ppo_daily.csv,10768.16650390625,1.0,1.0,0.9534105133471531,False
C_cap_low,LCA,2009,eval,0.1,0.25,100.0,180.0,100.0,180.0,17988.03955078125,9266.338500976562,0.0,0.0,0,0.0006751892636123,0.0121910572052001,0,37.66338500976563,6,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/LCA/2009_ppo_daily.csv,9222.07275390625,1.0,1.0,1.0047999780799346,False
C_cap_low,LCA,2013,eval,0.1,0.25,100.0,180.0,100.0,180.0,16623.270263671875,8772.132568359375,0.0002918597310781,0.0280185341835021,0,0.0095501368244489,0.1614609360694885,7,32.72132568359375,6,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/LCA/2013_ppo_daily.csv,8756.2109375,1.0,1.0,1.0018183242698264,False
C_cap_low,SYA,2009,train,0.1,0.25,100.0,180.0,100.0,180.0,18628.057861328125,10733.16162109375,0.0234834377614545,0.5783428251743317,9,0.0635027027046176,0.6719996333122253,23,52.3316162109375,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2009_ppo_daily.csv,12165.125732421877,1.0,1.0,0.8822894113201207,False
C_cap_low,SYA,2014,train,0.1,0.25,100.0,180.0,100.0,180.0,17786.60888671875,9596.832275390623,0.0426288161219822,0.7651799023151398,10,0.0586370312505298,0.5961443185806274,23,40.96832275390625,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2014_ppo_daily.csv,10363.626708984377,1.0,1.0,0.9260109944978037,False
C_cap_low,SYA,2017,train,0.1,0.25,100.0,180.0,100.0,180.0,17353.270263671875,9560.540771484377,0.0211486720121823,0.7115717530250549,5,0.0408987884338085,0.4969634413719177,18,40.60540771484375,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2017_ppo_daily.csv,10518.133544921877,1.0,1.0,0.9089579183086316,False
C_cap_low,SYA,2020,train,0.1,0.25,100.0,180.0,100.0,180.0,17079.498291015625,8896.444091796875,0.0015767303065977,0.2175887823104858,1,0.0465710893057394,0.4324037432670593,23,33.96444091796876,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2020_ppo_daily.csv,10000.914916992188,1.0,1.0,0.889563021547284,False
C_cap_low,SYA,2022,train,0.1,0.25,100.0,180.0,100.0,180.0,15708.218994140623,9475.60791015625,0.0,0.0,0,0.0580325462448764,0.552087128162384,19,39.756079101562506,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2022_ppo_daily.csv,10597.227783203123,1.0,1.0,0.8941591238772211,False
C_cap_low,SYA,2008,eval,0.1,0.25,100.0,180.0,100.0,180.0,17429.088134765625,10486.051025390623,0.0,0.0,0,0.0321049035845936,0.4162764549255371,15,49.860510253906256,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2008_ppo_daily.csv,11073.42529296875,1.0,1.0,0.9469564067090344,False
C_cap_low,SYA,2010,eval,0.1,0.25,100.0,180.0,100.0,180.0,15377.62939453125,8493.203735351562,0.0,0.0,0,0.0214785865489268,0.3489900231361389,13,29.932037353515625,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2010_ppo_daily.csv,8490.496826171875,1.0,1.0,1.000318816346688,False
C_cap_low,SYA,2012,eval,0.1,0.25,100.0,180.0,100.0,180.0,16318.714599609377,9612.564086914062,0.0,0.0,0,0.0338274456085042,0.4422217607498169,15,41.12564086914063,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2012_ppo_daily.csv,10106.010131835938,1.0,1.0,0.9511730110612672,False
C_cap_low,SYA,2023,eval,0.1,0.25,100.0,180.0,100.0,180.0,17863.189697265625,9837.218627929688,0.0,0.0,0,0.0457239535407743,0.5307964086532593,17,43.37218627929688,5,5,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/SYA/2023_ppo_daily.csv,10738.28857421875,1.0,1.0,0.9160881233484063,False
C_cap_low,YCA,2004,train,0.1,0.25,100.0,180.0,100.0,180.0,12873.5693359375,4618.431396484375,0.0179189614627672,0.5694592595100403,5,0.094597387832144,0.3409017324447632,52,-8.815686035156247,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2004_ppo_daily.csv,8064.649658203125,1.0,1.0,0.5726760110138996,False
C_cap_low,YCA,2014,train,0.1,0.25,100.0,180.0,100.0,180.0,19653.00170898437,9112.745361328123,0.0,0.0,0,0.0340688434716697,0.3400760293006897,18,36.12745361328125,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2014_ppo_daily.csv,9381.273803710938,1.0,1.0,0.9713761214093769,False
C_cap_low,YCA,2015,train,0.1,0.25,100.0,180.0,100.0,180.0,19884.549560546875,9087.095947265623,0.0,0.0,0,0.0286079413361019,0.3330140709877014,15,35.87095947265625,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2015_ppo_daily.csv,9082.266845703123,1.0,1.0,1.00053170663718,False
C_cap_low,YCA,2019,train,0.1,0.25,100.0,180.0,100.0,180.0,17741.63330078125,7604.398193359375,0.0,0.0,0,0.0152087471272685,0.1608585119247436,12,21.04398193359376,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2019_ppo_daily.csv,7598.8336181640625,1.0,1.0,1.0007322933327572,False
C_cap_low,YCA,2022,train,0.1,0.25,100.0,180.0,100.0,180.0,18797.918701171875,8510.927124023438,0.0,0.0,0,0.0461509870547874,0.3933364152908325,21,30.109271240234374,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2022_ppo_daily.csv,8496.190795898438,1.0,1.0,1.0017344629468672,False
C_cap_low,YCA,2005,eval,0.1,0.25,100.0,180.0,100.0,180.0,18762.022705078125,9116.4404296875,0.0017009191917923,0.1802974343299865,1,0.0415070709192527,0.4085901379585266,19,36.164404296875006,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2005_ppo_daily.csv,9111.399536132812,1.0,1.0,1.000553251290836,False
C_cap_low,YCA,2010,eval,0.1,0.25,100.0,180.0,100.0,180.0,17427.939453125,7262.6910400390625,0.0,0.0,0,0.0104601716995239,0.1401878595352172,8,17.626910400390628,7,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/C_cap_low/daily_outputs/YCA/2010_ppo_daily.csv,7246.476440429687,1.0,1.0,1.0022375839820457,False
