scenario,station_code,year,split,water_cost,nitrogen_cost,season_irrigation_cap,season_n_cap,total_irrigation,total_n,final_topwt,final_grnwt,mean_swfac,max_swfac,swfac_stress_days_gt_0p05,mean_nstres,max_nstres,nstres_days_gt_0p05,profit_simple,irrigation_event_count,n_event_count,irrigation_during_or_before_swfac_stress,fertilization_during_or_before_nstres,decision_reasonableness_label,run_status,daily_csv_path,baseline_final_grnwt,irrigation_cap_fraction,n_cap_fraction,yield_fraction_vs_baseline,case_recommended
A_baseline,HLA,2012,eval,0.1,0.25,160.0,250.0,160.0,250.0,1474.6778869628906,0.0,0.0,0.0,0,0.000388971888102,0.0135592222213745,0,-78.5,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/HLA/2012_ppo_daily.csv,0.0,1.0,1.0,,False
A_baseline,HLA,2013,eval,0.1,0.25,160.0,250.0,160.0,250.0,13653.883056640623,5172.479248046875,0.0,0.0,0,0.0002785934342278,0.0121910572052001,0,-26.77520751953125,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/HLA/2013_ppo_daily.csv,5172.479248046875,1.0,1.0,1.0,False
A_baseline,HLA,2015,eval,0.1,0.25,160.0,250.0,160.0,250.0,17900.38818359375,6969.3353271484375,0.0,0.0,0,0.0182452047312701,0.1844236850738525,21,-8.806646728515616,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/HLA/2015_ppo_daily.csv,6969.3353271484375,1.0,1.0,1.0,False
A_baseline,HLA,2018,eval,0.1,0.25,160.0,250.0,160.0,250.0,15486.375732421877,6115.9259033203125,0.0,0.0,0,0.0125806540468313,0.1690262556076049,12,-17.340740966796872,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/HLA/2018_ppo_daily.csv,6115.9259033203125,1.0,1.0,1.0,False
A_baseline,LCA,2017,train,0.1,0.25,160.0,250.0,160.0,250.0,17173.4814453125,9008.58154296875,0.0,0.0,0,0.0002287879903265,0.0121910572052001,0,11.5858154296875,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2017_ppo_daily.csv,9008.58154296875,1.0,1.0,1.0,False
A_baseline,LCA,2020,train,0.1,0.25,160.0,250.0,160.0,250.0,16590.3369140625,7666.160278320312,0.0,0.0,0,0.0002472672773444,0.0121910572052001,0,-1.8383972167968776,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2020_ppo_daily.csv,7666.160278320312,1.0,1.0,1.0,False
A_baseline,LCA,2021,train,0.1,0.25,160.0,250.0,160.0,250.0,19569.82788085937,10986.47216796875,0.0,0.0,0,0.0002841564516226,0.0121910572052001,0,31.364721679687506,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2021_ppo_daily.csv,10986.47216796875,1.0,1.0,1.0,False
A_baseline,LCA,2022,train,0.1,0.25,160.0,250.0,160.0,250.0,18429.25048828125,9990.018310546877,0.0,0.0,0,0.0002217317882337,0.0121910572052001,0,21.40018310546876,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2022_ppo_daily.csv,9990.018310546877,1.0,1.0,1.0,False
A_baseline,LCA,2023,train,0.1,0.25,160.0,250.0,160.0,250.0,17361.446533203125,7888.355712890625,0.000446352769028,0.0392790436744689,0,0.0002325326204299,0.0121910572052001,0,0.3835571289062471,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2023_ppo_daily.csv,7888.355712890625,1.0,1.0,1.0,False
A_baseline,LCA,2006,eval,0.1,0.25,160.0,250.0,160.0,250.0,15945.56396484375,8996.990356445312,0.0,0.0,0,0.0002644560774978,0.0121910572052001,0,11.469903564453134,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2006_ppo_daily.csv,8996.990356445312,1.0,1.0,1.0,False
A_baseline,LCA,2008,eval,0.1,0.25,160.0,250.0,160.0,250.0,19138.123779296875,10768.16650390625,0.0022731787950089,0.2341374158859253,1,0.0002735031461252,0.0121910572052001,0,29.18166503906251,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2008_ppo_daily.csv,10768.16650390625,1.0,1.0,1.0,False
A_baseline,LCA,2009,eval,0.1,0.25,160.0,250.0,160.0,250.0,17791.190185546875,9222.07275390625,0.0003843122315638,0.0395841598510742,0,0.0002260590062558,0.0121910572052001,0,13.720727539062509,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2009_ppo_daily.csv,9222.07275390625,1.0,1.0,1.0,False
A_baseline,LCA,2013,eval,0.1,0.25,160.0,250.0,160.0,250.0,16625.771484375,8756.2109375,0.0005342910687128,0.0512919425964355,1,0.0003320376078287,0.0121910572052001,0,9.062109375000006,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/LCA/2013_ppo_daily.csv,8756.2109375,1.0,1.0,1.0,False
A_baseline,SYA,2009,train,0.1,0.25,160.0,250.0,160.0,250.0,20060.037841796875,12165.125732421877,0.019064596421282,0.529571920633316,7,0.0104665877953381,0.2577223181724548,7,43.15125732421875,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2009_ppo_daily.csv,12165.125732421877,1.0,1.0,1.0,False
A_baseline,SYA,2014,train,0.1,0.25,160.0,250.0,160.0,250.0,18626.031494140625,10363.626708984377,0.0315521663675705,0.7327329218387604,8,0.0095895748171541,0.1764323115348816,9,25.13626708984376,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2014_ppo_daily.csv,10363.626708984377,1.0,1.0,1.0,False
A_baseline,SYA,2017,train,0.1,0.25,160.0,250.0,160.0,250.0,18310.830078125,10518.133544921877,0.0106924428389622,0.54171222448349,4,0.0004673976164597,0.0143770575523376,0,26.68133544921875,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2017_ppo_daily.csv,10518.133544921877,1.0,1.0,1.0,False
A_baseline,SYA,2020,train,0.1,0.25,160.0,250.0,160.0,250.0,18198.533935546875,10000.914916992188,0.0,0.0,0,0.0004945207333219,0.0161526203155517,0,21.509149169921884,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2020_ppo_daily.csv,10000.914916992188,1.0,1.0,1.0,False
A_baseline,SYA,2022,train,0.1,0.25,160.0,250.0,160.0,250.0,16819.268798828125,10597.227783203123,0.0,0.0,0,0.0195920563919443,0.4090781211853027,9,27.472277832031253,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2022_ppo_daily.csv,10597.227783203123,1.0,1.0,1.0,False
A_baseline,SYA,2008,eval,0.1,0.25,160.0,250.0,160.0,250.0,17889.886474609375,11073.42529296875,0.0,0.0,0,0.0003854640713938,0.0155877470970153,0,32.2342529296875,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2008_ppo_daily.csv,11073.42529296875,1.0,1.0,1.0,False
A_baseline,SYA,2010,eval,0.1,0.25,160.0,250.0,160.0,250.0,15639.02587890625,8490.496826171875,0.0,0.0,0,0.0004923695685879,0.0152856111526489,0,6.40496826171875,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2010_ppo_daily.csv,8490.496826171875,1.0,1.0,1.0,False
A_baseline,SYA,2012,eval,0.1,0.25,160.0,250.0,160.0,250.0,16730.673828125,10106.010131835938,0.0,0.0,0,0.0003792326501075,0.015001893043518,0,22.56010131835937,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2012_ppo_daily.csv,10106.010131835938,1.0,1.0,1.0,False
A_baseline,SYA,2023,eval,0.1,0.25,160.0,250.0,160.0,250.0,18630.089111328125,10738.28857421875,0.0,0.0,0,0.000445635854334,0.0159885883331298,0,28.882885742187497,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2023_ppo_daily.csv,10738.28857421875,1.0,1.0,1.0,False
A_baseline,YCA,2004,train,0.1,0.25,160.0,250.0,160.0,250.0,18240.057373046875,8064.649658203125,0.0359265394832776,0.7893905192613602,7,0.016253303963205,0.1690112352371215,16,2.146496582031247,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2004_ppo_daily.csv,8064.649658203125,1.0,1.0,1.0,False
A_baseline,YCA,2014,train,0.1,0.25,160.0,250.0,160.0,250.0,19913.094482421875,9381.273803710938,0.0004025914958704,0.0430772900581359,0,0.0002898941530245,0.0121910572052001,0,15.312738037109384,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2014_ppo_daily.csv,9381.273803710938,1.0,1.0,1.0,False
A_baseline,YCA,2015,train,0.1,0.25,160.0,250.0,160.0,250.0,20207.34741210937,9082.266845703123,0.0,0.0,0,0.0003094766978864,0.0121910572052001,0,12.322668457031256,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2015_ppo_daily.csv,9082.266845703123,1.0,1.0,1.0,False
A_baseline,YCA,2019,train,0.1,0.25,160.0,250.0,160.0,250.0,17785.5126953125,7598.8336181640625,0.0034322414067712,0.3466563820838928,1,0.0002440881020951,0.0121910572052001,0,-2.5116638183593665,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2019_ppo_daily.csv,7598.8336181640625,1.0,1.0,1.0,False
A_baseline,YCA,2022,train,0.1,0.25,160.0,250.0,160.0,250.0,18689.842529296875,8496.190795898438,0.0,0.0,0,0.0095571501582276,0.1437798738479614,8,6.461907958984384,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2022_ppo_daily.csv,8496.190795898438,1.0,1.0,1.0,False
A_baseline,YCA,2005,eval,0.1,0.25,160.0,250.0,160.0,250.0,19096.8359375,9111.399536132812,0.0015784597621773,0.167316734790802,1,0.0002108013854836,0.0121910572052001,0,12.613995361328122,11,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2005_ppo_daily.csv,9111.399536132812,1.0,1.0,1.0,False
A_baseline,YCA,2010,eval,0.1,0.25,160.0,250.0,160.0,250.0,17177.061767578125,7246.476440429687,0.0010421073436737,0.1042107343673706,1,0.0003645634651184,0.0130308866500854,0,-6.035235595703128,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2010_ppo_daily.csv,7246.476440429687,1.0,1.0,1.0,False
A_baseline,YCA,2012,eval,0.1,0.25,160.0,250.0,160.0,250.0,17109.373779296875,7861.51123046875,0.0010793345315115,0.1133301258087158,1,0.0002266378629775,0.0121910572052001,0,0.1151123046875,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2012_ppo_daily.csv,7861.51123046875,1.0,1.0,1.0,False
A_baseline,YCA,2023,eval,0.1,0.25,160.0,250.0,160.0,250.0,22438.1591796875,9577.166137695312,0.0001108959778067,0.0107569098472595,0,0.0065763144148993,0.1199568510055542,5,17.271661376953134,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2023_ppo_daily.csv,9577.166137695312,1.0,1.0,1.0,False
B_cost_high,FQA,2007,train,0.3,0.5,160.0,250.0,160.0,250.0,13001.23046875,7078.9971923828125,0.0,0.0,0,0.0001796360285776,0.0121910572052001,0,-102.21002807617188,8,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/FQA/2007_ppo_daily.csv,7078.95263671875,1.0,1.0,1.0000062941039938,False
B_cost_high,FQA,2008,train,0.3,0.5,160.0,250.0,160.0,250.0,12876.28173828125,7234.481201171875,0.0,0.0,0,0.0001818747747512,0.0121910572052001,0,-100.65518798828124,8,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/FQA/2008_ppo_daily.csv,7234.488525390625,1.0,1.0,0.9999989875968807,False
B_cost_high,FQA,2016,train,0.3,0.5,160.0,250.0,160.0,250.0,13380.540771484377,7358.555297851562,0.0,0.0,0,0.0001702673581181,0.0121910572052001,0,-99.41444702148438,8,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/FQA/2016_ppo_daily.csv,7358.621826171875,1.0,1.0,0.9999909591331251,False
B_cost_high,FQA,2020,train,0.3,0.5,160.0,250.0,160.0,250.0,13846.04736328125,7990.320434570312,0.0,0.0,0,0.0001652275140468,0.0121910572052001,0,-93.09679565429688,8,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/FQA/2020_ppo_daily.csv,7990.3179931640625,1.0,1.0,1.000000305545568,False
B_cost_high,FQA,2023,train,0.3,0.5,160.0,250.0,160.0,250.0,15156.7822265625,8224.329223632812,0.0,0.0,0,0.0001450416942437,0.0121910572052001,0,-90.75670776367188,8,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/FQA/2023_ppo_daily.csv,8224.324340820312,1.0,1.0,1.0000005937037861,False
B_cost_high,FQA,2005,eval,0.3,0.5,160.0,250.0,160.0,250.0,13149.859619140623,7339.540405273437,0.0,0.0,0,0.0001207035366851,0.0121910572052001,0,-99.60459594726562,8,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/FQA/2005_ppo_daily.csv,7339.745483398437,1.0,1.0,0.9999720592320995,False
B_cost_high,FQA,2011,eval,0.3,0.5,160.0,250.0,160.0,250.0,11107.0751953125,5627.34130859375,0.0,0.0,0,0.0001108277927745,0.0121910572052001,0,-116.7265869140625,8,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/FQA/2011_ppo_daily.csv,5627.327880859375,1.0,1.0,1.000002386165274,False
B_cost_high,FQA,2015,eval,0.3,0.5,160.0,250.0,160.0,250.0,12318.846435546877,6931.539306640625,0.0,0.0,0,0.0001183597786912,0.0121910572052001,0,-103.68460693359374,8,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/FQA/2015_ppo_daily.csv,6931.538696289063,1.0,1.0,1.0000000880542674,False
B_cost_high,FQA,2019,eval,0.3,0.5,160.0,250.0,160.0,250.0,14116.1767578125,7603.850708007812,0.0,0.0,0,0.000140556501686,0.0121910572052001,0,-96.96149291992188,8,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/FQA/2019_ppo_daily.csv,7603.850708007812,1.0,1.0,1.0,False
B_cost_high,HLA,2004,train,0.3,0.5,160.0,250.0,160.0,250.0,16478.11767578125,6016.040649414063,0.1373502526112965,0.9177534729242324,32,0.0005773547717503,0.0182431936264038,0,-112.83959350585936,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/HLA/2004_ppo_daily.csv,6024.10888671875,1.0,1.0,0.9986606753867822,False
B_cost_high,HLA,2020,train,0.3,0.5,160.0,250.0,160.0,250.0,16580.42236328125,6866.981201171875,0.0,0.0,0,0.0360073690511742,0.4241212010383606,20,-104.33018798828124,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/HLA/2020_ppo_daily.csv,6866.948852539063,1.0,1.0,1.0000047107723542,False
B_cost_high,HLA,2021,train,0.3,0.5,160.0,250.0,160.0,250.0,13995.201416015623,5059.5977783203125,0.0,0.0,0,0.0003089530127389,0.0137567520141601,0,-122.40402221679688,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/HLA/2021_ppo_daily.csv,5059.63623046875,1.0,1.0,0.9999924002148206,False
B_cost_high,HLA,2022,train,0.3,0.5,160.0,250.0,160.0,250.0,17493.80859375,7107.54150390625,0.0,0.0,0,0.0038503886948169,0.1022011041641235,5,-101.9245849609375,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/HLA/2022_ppo_daily.csv,7107.60498046875,1.0,1.0,0.9999910692050734,False
B_cost_high,HLA,2023,train,0.3,0.5,160.0,250.0,160.0,250.0,16521.18896484375,6077.9376220703125,0.0,0.0,0,0.0004011910894642,0.0142937898635864,0,-112.22062377929689,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/HLA/2023_ppo_daily.csv,6077.9376220703125,1.0,1.0,1.0,False
B_cost_high,HLA,2012,eval,0.3,0.5,160.0,250.0,160.0,250.0,1474.673309326172,0.0,0.0,0.0,0,0.000388971888102,0.0135592222213745,0,-173.0,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/HLA/2012_ppo_daily.csv,0.0,1.0,1.0,,False
B_cost_high,HLA,2013,eval,0.3,0.5,160.0,250.0,160.0,250.0,13654.10400390625,5172.516479492188,0.0,0.0,0,0.0002785938757437,0.0121910572052001,0,-121.27483520507812,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/HLA/2013_ppo_daily.csv,5172.479248046875,1.0,1.0,1.0000071979883394,False
B_cost_high,HLA,2015,eval,0.3,0.5,160.0,250.0,160.0,250.0,17901.07421875,6969.4329833984375,0.0,0.0,0,0.0185055287531864,0.1859551072120666,21,-103.30567016601562,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/HLA/2015_ppo_daily.csv,6969.3353271484375,1.0,1.0,1.0000140122759797,False
B_cost_high,HLA,2018,eval,0.3,0.5,160.0,250.0,160.0,250.0,15487.744140625,6116.1224365234375,0.0,0.0,0,0.0130874375357245,0.1734744906425476,12,-111.83877563476562,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/HLA/2018_ppo_daily.csv,6115.9259033203125,1.0,1.0,1.0000321346605947,False
B_cost_high,LCA,2017,train,0.3,0.5,160.0,250.0,160.0,250.0,17173.4814453125,9008.58154296875,0.0,0.0,0,0.0002287886244185,0.0121910572052001,0,-82.9141845703125,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/LCA/2017_ppo_daily.csv,9008.58154296875,1.0,1.0,1.0,False
B_cost_high,LCA,2020,train,0.3,0.5,160.0,250.0,160.0,250.0,16591.002197265625,7666.292114257812,0.0,0.0,0,0.0002472659815912,0.0121910572052001,0,-96.33707885742189,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/LCA/2020_ppo_daily.csv,7666.160278320312,1.0,1.0,1.0000171971277294,False
B_cost_high,LCA,2021,train,0.3,0.5,160.0,250.0,160.0,250.0,19569.78759765625,10986.468505859377,0.0,0.0,0,0.0002841564516226,0.0121910572052001,0,-63.13531494140625,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/LCA/2021_ppo_daily.csv,10986.47216796875,1.0,1.0,0.9999996666710371,False
B_cost_high,LCA,2022,train,0.3,0.5,160.0,250.0,160.0,250.0,18429.80712890625,9990.242309570312,0.0,0.0,0,0.0002217267688951,0.0121910572052001,0,-73.09757690429687,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/LCA/2022_ppo_daily.csv,9990.018310546877,1.0,1.0,1.0000224222835707,False
B_cost_high,LCA,2023,train,0.3,0.5,160.0,250.0,160.0,250.0,17362.396240234375,7888.494262695312,0.0004033317620104,0.0354931950569152,0,0.0002325326204299,0.0121910572052001,0,-94.11505737304688,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/LCA/2023_ppo_daily.csv,7888.355712890625,1.0,1.0,1.0000175638383624,False
B_cost_high,LCA,2006,eval,0.3,0.5,160.0,250.0,160.0,250.0,15946.201171875,8997.188720703125,0.0,0.0,0,0.0002644536446551,0.0121910572052001,0,-83.02811279296874,9,6,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_ppo_cost_cap_sensitivity/scenarios/B_cost_high/daily_outputs/LCA/2006_ppo_daily.csv,8996.990356445312,1.0,1.0,1.0000220478459967,False
